date,week,day,Brand,Sub_Category,Description,group,garmentId,new,hex1,hex2,hex3,hex4,hex5,sold
7/6/2021,40,2,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
7/6/2021,40,2,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
7/7/2021,40,3,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
7/7/2021,40,3,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
7/8/2021,40,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/8/2021,40,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
7/8/2021,40,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
7/9/2021,40,5,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/9/2021,40,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
7/9/2021,40,5,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
7/10/2021,40,6,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
7/10/2021,40,6,,tee,EDA graphic,Knit Tops,342,N,#000002,#020406,#1d418d,#b73924,#e5e8ea,
7/10/2021,40,6,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
7/11/2021,40,7,Pixie Market,dress,Open-back midi,Dresses,207,Y,#000102,#030305,#040609,#06080b,#0a0d11,
7/12/2021,41,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/12/2021,41,1,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
7/12/2021,41,1,,tee,O.K.,Knit Tops,341,Y,#706a58,#d9dbdf,#423e32,#b2afb1,#a93526,
7/12/2021,41,1,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
7/13/2021,41,2,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
7/13/2021,41,2,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
7/13/2021,41,2,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
7/14/2021,41,3,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/14/2021,41,3,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
7/14/2021,41,3,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
7/15/2021,41,4,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
7/16/2021,41,5,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
7/17/2021,41,6,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
7/17/2021,41,6,The Line By K,tee,Short sleeved wrap,Knit Tops,338,Y,#f9fafa,#eeeeee,#f4f4f4,#e0e0e0,#e5e5e5,
7/18/2021,41,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/18/2021,41,7,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
7/18/2021,41,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
7/19/2021,42,1,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
7/19/2021,42,1,Monogram,tee,Les Fraises graphic,Knit Tops,318,N,#f6f7f6,#e5e6e8,#9e5c5b,#68484a,#7a8374,
7/19/2021,42,1,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
7/20/2021,42,2,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
7/20/2021,42,2,Scout,shorts,Tailored suiting,Shorts & Skirts,113,Y,#3d3a3e,#5a5657,#1c191c,#757271,#908d8b,
7/20/2021,42,2,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
7/20/2021,42,2,Scout,vest,Tailored,Woven Tops,340,Y,#4f4a4b,#686464,#807d7d,#302d30,#9b9794,
7/21/2021,42,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
7/21/2021,42,3,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
7/21/2021,42,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
7/21/2021,42,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
7/21/2021,42,3,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
7/22/2021,42,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/22/2021,42,4,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
7/23/2021,42,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/23/2021,42,5,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
7/23/2021,42,5,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
7/24/2021,42,6,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
7/24/2021,42,6,,tank,Ribbed ringer,Knit Tops,329,N,#a1bab3,#8ca49e,#708883,#2a473e,#e0e4e5,
7/24/2021,42,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
7/25/2021,42,7,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/25/2021,42,7,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
7/25/2021,42,7,,vest,Striped sweater,Knit Tops,328,N,#101a42,#b63a32,#872721,#e0dde2,#b2aeb4,
7/26/2021,43,1,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
7/26/2021,43,1,,tee,Terrycloth,Knit Tops,343,Y,#ab2e19,#9a2915,#ba3621,#832212,#61180d,
7/27/2021,43,2,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
7/28/2021,43,3,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/28/2021,43,3,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
7/29/2021,43,4,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/29/2021,43,4,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
7/30/2021,43,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
7/30/2021,43,5,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
7/30/2021,43,5,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
7/31/2021,43,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/31/2021,43,6,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
7/31/2021,43,6,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
7/31/2021,43,6,Yan Yan,top,Tweedle cropped,Knit Tops,332,Y,#5e4b47,#74615b,#595865,#757780,#dde35b,
7/31/2021,43,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/1/2021,43,7,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
8/1/2021,43,7,Monogram,tee,Les Fraises graphic,Knit Tops,318,N,#f6f7f6,#e5e6e8,#9e5c5b,#68484a,#7a8374,
8/2/2021,44,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
8/2/2021,44,1,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
8/3/2021,44,2,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
8/3/2021,44,2,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
8/4/2021,44,3,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
8/4/2021,44,3,,tee,Terrycloth,Knit Tops,343,Y,#ab2e19,#9a2915,#ba3621,#832212,#61180d,
8/5/2021,44,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
8/5/2021,44,4,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
8/5/2021,44,4,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
8/5/2021,44,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/6/2021,44,5,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
8/7/2021,44,6,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
8/7/2021,44,6,Scout,shorts,Tailored suiting,Shorts & Skirts,113,Y,#3d3a3e,#5a5657,#1c191c,#757271,#908d8b,
8/7/2021,44,6,The Reformation,tee,Tie dye mesh,Knit Tops,336,N,#89b3c8,#7698b0,#aec6cd,#617489,#342d44,
8/7/2021,44,6,Scout,vest,Tailored,Woven Tops,340,Y,#4f4a4b,#686464,#807d7d,#302d30,#9b9794,
8/8/2021,44,7,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
8/8/2021,44,7,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
8/9/2021,45,1,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
8/9/2021,45,1,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
8/9/2021,45,1,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
8/9/2021,45,1,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
8/10/2021,45,2,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
8/10/2021,45,2,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
8/10/2021,45,2,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/11/2021,45,3,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
8/12/2021,45,4,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
8/12/2021,45,4,,tee,Terrycloth,Knit Tops,343,Y,#ab2e19,#9a2915,#ba3621,#832212,#61180d,
8/13/2021,45,5,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
8/13/2021,45,5,With Jean,skirt,Stretchy mini,Shorts & Skirts,114,Y,#254875,#284e7b,#204370,#2d5581,#1a3b69,
8/13/2021,45,5,,tee,O.K.,Knit Tops,341,Y,#706a58,#d9dbdf,#423e32,#b2afb1,#a93526,
8/13/2021,45,5,With Jean,tee,Collared cut-out,Knit Tops,345,Y,#1e416d,#264d77,#315c84,#102b56,#020829,
8/14/2021,45,6,Staud,shorts,Flag print,Shorts & Skirts,115,Y,#588a4a,#c6c8ca,#b8583d,#bd7795,#355090,
8/14/2021,45,6,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
8/14/2021,45,6,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
8/15/2021,45,7,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
8/15/2021,45,7,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
8/16/2021,46,1,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
8/16/2021,46,1,,tee,Running of the bulls,Knit Tops,335,N,#eceaea,#d56254,#dcd5d8,#5a5a5e,#bf5549,
8/17/2021,46,2,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
8/17/2021,46,2,,tee,Terrycloth,Knit Tops,343,Y,#ab2e19,#9a2915,#ba3621,#832212,#61180d,
8/18/2021,46,3,Scout,shorts,Tailored suiting,Shorts & Skirts,113,Y,#3d3a3e,#5a5657,#1c191c,#757271,#908d8b,
8/18/2021,46,3,,top,Embroidered boat neck,Knit Tops,333,N,#22243b,#292b47,#22212f,#e2dacf,#d2c9c1,
8/19/2021,46,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
8/19/2021,46,4,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
8/19/2021,46,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/20/2021,46,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
8/20/2021,46,5,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
8/20/2021,46,5,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
8/21/2021,46,6,Staud,shorts,Flag print,Shorts & Skirts,115,Y,#588a4a,#c6c8ca,#b8583d,#bd7795,#355090,
8/21/2021,46,6,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
8/21/2021,46,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/22/2021,46,7,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
8/22/2021,46,7,,tee,EDA graphic,Knit Tops,342,N,#000002,#020406,#1d418d,#b73924,#e5e8ea,
8/22/2021,46,7,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
8/22/2021,46,7,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
8/23/2021,47,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
8/23/2021,47,1,,tank,Ribbed ringer,Knit Tops,329,N,#a1bab3,#8ca49e,#708883,#2a473e,#e0e4e5,
8/23/2021,47,1,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
8/24/2021,47,2,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
8/24/2021,47,2,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
8/24/2021,47,2,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
8/25/2021,47,3,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
8/26/2021,47,4,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
8/26/2021,47,4,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
8/27/2021,47,5,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
8/27/2021,47,5,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
8/27/2021,47,5,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
8/28/2021,47,6,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
8/28/2021,47,6,,tee,Running of the bulls,Knit Tops,335,N,#eceaea,#d56254,#dcd5d8,#5a5a5e,#bf5549,
8/28/2021,47,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/29/2021,47,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
8/29/2021,47,7,,tee,O.K.,Knit Tops,341,Y,#706a58,#d9dbdf,#423e32,#b2afb1,#a93526,
8/29/2021,47,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
8/30/2021,48,1,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
8/30/2021,48,1,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
8/30/2021,48,1,Mango,bra top,Sweater,Knit Tops,323,N,#281c18,#040202,#190e0b,#372a25,#483e3c,
8/31/2021,48,2,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
8/31/2021,48,2,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
9/1/2021,48,3,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
9/1/2021,48,3,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
9/2/2021,48,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/2/2021,48,4,,tee,Terrycloth,Knit Tops,343,Y,#ab2e19,#9a2915,#ba3621,#832212,#61180d,
9/2/2021,48,4,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/3/2021,48,5,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
9/3/2021,48,5,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
9/3/2021,48,5,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
9/3/2021,48,5,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/4/2021,48,6,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
9/4/2021,48,6,Scout,shorts,Tailored suiting,Shorts & Skirts,113,Y,#3d3a3e,#5a5657,#1c191c,#757271,#908d8b,
9/4/2021,48,6,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
9/4/2021,48,6,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
9/4/2021,48,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/5/2021,48,7,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/5/2021,48,7,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
9/6/2021,49,1,Pixie Market,dress,Open-back midi,Dresses,207,Y,#000102,#030305,#040609,#06080b,#0a0d11,
9/7/2021,49,2,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
9/8/2021,49,3,Staud,shorts,Flag print,Shorts & Skirts,115,Y,#588a4a,#c6c8ca,#b8583d,#bd7795,#355090,
9/8/2021,49,3,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
9/9/2021,49,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/9/2021,49,4,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
9/9/2021,49,4,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/10/2021,49,5,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
9/10/2021,49,5,The Reformation,tank,Ribbed open-back,Knit Tops,344,Y,#010203,#020304,#000000,#050505,#262227,
9/10/2021,49,5,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/11/2021,49,6,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/11/2021,49,6,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
9/11/2021,49,6,Mango,bra top,Sweater,Knit Tops,323,N,#281c18,#040202,#190e0b,#372a25,#483e3c,
9/12/2021,49,7,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
9/12/2021,49,7,Pixie Market,dress,Open-back midi,Dresses,207,Y,#000102,#030305,#040609,#06080b,#0a0d11,
9/12/2021,49,7,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
9/13/2021,50,1,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
9/14/2021,50,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/14/2021,50,2,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
9/14/2021,50,2,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/15/2021,50,3,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
9/15/2021,50,3,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
9/15/2021,50,3,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
9/15/2021,50,3,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
9/16/2021,50,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
9/16/2021,50,4,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
9/16/2021,50,4,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
9/17/2021,50,5,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/17/2021,50,5,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
9/17/2021,50,5,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
9/18/2021,50,6,AllSaints,dress,Full-length slip,Dresses,208,Y,#250c0d,#281014,#230a0d,#180405,#030000,
9/18/2021,50,6,AllSaints,sweater,Cropped ribbed,Sweaters & Sweatshirts,346,Y,#230503,#290606,#170201,#050000,#2f0808,
9/19/2021,50,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
9/19/2021,50,7,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
9/19/2021,50,7,Mango,bra top,Sweater,Knit Tops,323,N,#281c18,#040202,#190e0b,#372a25,#483e3c,
9/20/2021,51,1,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
