actor,show,year,top_cast,episodes
Richard E. Grant,The Legends of Treasure Island,1993,Hugh Laurie,26
Laurie Metcalf,The McCarthys,2014,Ken Howard,15
Laurie Metcalf,The McCarthys,2014,Tyler Ritter,15
Laurie Metcalf,The McCarthys,2014,Kelen Coleman,15
Laurie Metcalf,The McCarthys,2014,Joey McIntyre,15
Laurie Metcalf,The McCarthys,2014,Jeff Hiller,15
Laurie Metcalf,The McCarthys,2014,Jack McGee,15
Laurie Metcalf,The McCarthys,2014,Jimmy Dunn,15
Laurie Metcalf,The McCarthys,2014,Laurie Metcalf,15
Laurie Metcalf,The McCarthys,2014,Miguel NՍjera,15
Dev Patel,The Newsroom,2012,Sam Waterston,25
Dev Patel,The Newsroom,2012,Alison Pill,25
Dev Patel,The Newsroom,2012,Thomas Sadoski,25
Dev Patel,The Newsroom,2012,Dev Patel,25
Dev Patel,The Newsroom,2012,Emily Mortimer,25
Dev Patel,The Newsroom,2012,Jeff Daniels,25
Dev Patel,The Newsroom,2012,Olivia Munn,25
Dev Patel,The Newsroom,2012,John Gallagher Jr.,25
Dev Patel,The Newsroom,2012,Adina Porter,25
Laurie Metcalf,The Norm Show,1999,Kate Walsh,55
Laurie Metcalf,The Norm Show,1999,Artie Lange,55
Laurie Metcalf,The Norm Show,1999,Max Wright,55
Laurie Metcalf,The Norm Show,1999,Norm Macdonald,55
Laurie Metcalf,The Norm Show,1999,Ian Gomez,55
Laurie Metcalf,The Norm Show,1999,Stephen Root,55
Laurie Metcalf,The Norm Show,1999,Faith Ford,55
Laurie Metcalf,The Norm Show,1999,Nikki Cox,55
Laurie Metcalf,The Norm Show,1999,Laurie Metcalf,55
Rami Malek,The Pacific,2010,William Sadler,10
Rami Malek,The Pacific,2010,Ashton Holmes,10
Rami Malek,The Pacific,2010,Rami Malek,10
Rami Malek,The Pacific,2010,James Badge Dale,10
Rami Malek,The Pacific,2010,Jon Seda,10
Rami Malek,The Pacific,2010,Noel Fisher,10
Rami Malek,The Pacific,2010,Nate Corddry,10
Rami Malek,The Pacific,2010,Joseph Mazzello,10
Rami Malek,The Pacific,2010,Jacob Pitts,10
Sam Elliott,The Ranch,2016,Ethan Suplee,80
Sam Elliott,The Ranch,2016,Ashton Kutcher,80
Sam Elliott,The Ranch,2016,Sam Elliott,80
Sam Elliott,The Ranch,2016,Kelli Goss,80
Sam Elliott,The Ranch,2016,Danny Masterson,80
Sam Elliott,The Ranch,2016,read the rest.,80
Sam Elliott,The Ranch,2016,Debra Winger,80
Sam Elliott,The Ranch,2016,Grady Lee Richmond,80
Sam Elliott,The Ranch,2016,Elisha Cuthbert,80
Sam Elliott,The Ranch,2016,Bret Harrison,80
Olivia Colman,The Secret Life of the Zoo,2016,Olivia Colman,57
Rami Malek,The War at Home,2005,Tom McGowan,44
Rami Malek,The War at Home,2005,Anita Barone,44
Rami Malek,The War at Home,2005,Rami Malek,44
Rami Malek,The War at Home,2005,Dean Collins,44
Rami Malek,The War at Home,2005,Lil' Fizz,44
Rami Malek,The War at Home,2005,Kyle Sullivan,44
Rami Malek,The War at Home,2005,Michael Rapaport,44
Rami Malek,The War at Home,2005,Joel Brooks,44
Rami Malek,The War at Home,2005,Kaylee DeFer,44
Allison Janney,The West Wing,1999,Richard Schiff,154
Allison Janney,The West Wing,1999,Martin Sheen,154
Allison Janney,The West Wing,1999,Bradley Whitford,154
Allison Janney,The West Wing,1999,John Spencer,154
Allison Janney,The West Wing,1999,read the rest.,154
Allison Janney,The West Wing,1999,Allison Janney,154
Sam Elliott,The Yellow Rose,1983,Chuck Connors,22
Sam Elliott,The Yellow Rose,1983,Sam Elliott,22
Sam Elliott,The Yellow Rose,1983,Susan Anspach,22
Sam Elliott,The Yellow Rose,1983,David Soul,22
Sam Elliott,The Yellow Rose,1983,Edward Albert,22
Sam Elliott,The Yellow Rose,1983,Noah Beery Jr.,22
Sam Elliott,The Yellow Rose,1983,Steve Sandor,22
Sam Elliott,The Yellow Rose,1983,Ken Curtis,22
Sam Elliott,The Yellow Rose,1983,Cybill Shepherd,22
Mahershala Ali,Threat Matrix,2003,Kelly Rutherford,16
Mahershala Ali,Threat Matrix,2003,James Denton,16
Mahershala Ali,Threat Matrix,2003,Will Lyman,16
Mahershala Ali,Threat Matrix,2003,Colby French,16
Mahershala Ali,Threat Matrix,2003,Mahershala Ali,16
Mahershala Ali,Threat Matrix,2003,Anthony Azizi,16
Mahershala Ali,Threat Matrix,2003,Shoshannah Stern,16
Mahershala Ali,Threat Matrix,2003,Melora Walters,16
Mahershala Ali,Threat Matrix,2003,Kurt Caceres,16
Olivia Colman,Twenty Twelve,2011,Vincent Franklin,13
Olivia Colman,Twenty Twelve,2011,Karl Theobald,13
Olivia Colman,Twenty Twelve,2011,Morven Christie,13
Olivia Colman,Twenty Twelve,2011,Olivia Colman,13
Olivia Colman,Twenty Twelve,2011,Alex Beckett,13
Olivia Colman,Twenty Twelve,2011,David Tennant,13
Olivia Colman,Twenty Twelve,2011,Hugh Bonneville,13
Olivia Colman,Twenty Twelve,2011,Jessica Hynes,13
Olivia Colman,Twenty Twelve,2011,Amelia Bullmore,13
Jennifer Jason Leigh,Twitch City,1998,Hugh Dillon,13
Jennifer Jason Leigh,Twitch City,1998,Callum Keith Rennie,13
Jennifer Jason Leigh,Twitch City,1998,Kris Lemche,13
Jennifer Jason Leigh,Twitch City,1998,Jennifer Jason Leigh,13
Jennifer Jason Leigh,Twitch City,1998,Don McKellar,13
Jennifer Jason Leigh,Twitch City,1998,Bruce McCulloch,13
Jennifer Jason Leigh,Twitch City,1998,Mark McKinney,13
Jennifer Jason Leigh,Twitch City,1998,Daniel MacIvor,13
Jennifer Jason Leigh,Twitch City,1998,Molly Parker,13
Brie Larson,United States of Tara,2009,Toni Collette,36
Brie Larson,United States of Tara,2009,Keir Gilchrist,36
Brie Larson,United States of Tara,2009,John Corbett,36
Brie Larson,United States of Tara,2009,Brie Larson,36
Brie Larson,United States of Tara,2009,Rosemarie DeWitt,36
Jennifer Jason Leigh,Weeds,2005,Mary-Louise Parker,29
Jennifer Jason Leigh,Weeds,2005,read the rest.,29
Jennifer Jason Leigh,Weeds,2005,Enrique Castillo,29
Jennifer Jason Leigh,Weeds,2005,Justin Kirk,29
Jennifer Jason Leigh,Weeds,2005,Hemky Madera,29
Jennifer Jason Leigh,Weeds,2005,Alexander Gould,29
Jennifer Jason Leigh,Weeds,2005,Kevin Nealon,29
Jennifer Jason Leigh,Weeds,2005,Elizabeth Perkins,29
Jennifer Jason Leigh,Weeds,2005,Allie Grant,29
Jennifer Jason Leigh,Weeds,2005,Hunter Parrish,29
