web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
"1575162987-6609","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","RAISED PRINT SHIRT","https://www.zara.com/us/en/raised-print-shirt-p05372400.html","RAISED PRINT SHIRT Details","25.90 USD","White"
"1575162577-6410","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162656-6465","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","STRUCTURED STRIPED T-SHIRT","https://www.zara.com/us/en/structured-striped-t-shirt-p00977308.html","STRUCTURED STRIPED T-SHIRT Details","29.90 USD","Natural"
"1575162951-6592","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC LONG SLEEVED T-SHIRT","https://www.zara.com/us/en/basic-long-sleeved-t-shirt-p05584406.html","BASIC LONG SLEEVED T-SHIRT Details","19.90 USD","Anthracite grey"
"1575162721-6494","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BUGS BUNNY © WARNER BROS. INC. T-SHIRT","https://www.zara.com/us/en/bugs-bunny-%C2%A9-warner-bros--inc--t-shirt-p00722312.html","BUGS BUNNY © WARNER BROS. INC. T-SHIRT Details","25.90 USD","Charcoal gray"
"1575162907-6572","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TURTLENECK T-SHIRT","https://www.zara.com/us/en/turtleneck-t-shirt-p05584300.html","TURTLENECK T-SHIRT Details","19.90 USD","Burgundy"
"1575162757-6511","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","©PAWS INC. GARFIELD AND ODIE SHIRT","https://www.zara.com/us/en/%C2%A9paws-inc--garfield-and-odie-shirt-p00962303.html","©PAWS INC. GARFIELD AND ODIE SHIRT Details","25.90 USD","White"
"1575162939-6587","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","SPARKLY PRINT SHIRT","https://www.zara.com/us/en/sparkly-print-shirt-p02888318.html","SPARKLY PRINT SHIRT Details","29.90 USD","Black"
"1575162793-6525","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC V-NECK T-SHIRT","https://www.zara.com/us/en/basic-v-neck-t-shirt-p01887342.html","BASIC V-NECK T-SHIRT Details","9.90 USD","White"
"1575162649-6462","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH TEXT","https://www.zara.com/us/en/t-shirt-with-text-p00722332.html","T-SHIRT WITH TEXT Details","25.90 USD","White"
"1575162626-6451","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","FLOWY TOP","https://www.zara.com/us/en/flowy-top-p05372306.html","FLOWY TOP Details","29.90 USD","Ecru"
"1575162710-6489","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PRINTED PHOTOGRAPH T-SHIRT","https://www.zara.com/us/en/printed-photograph-t-shirt-p00962307.html","PRINTED PHOTOGRAPH T-SHIRT Details","17.90 USD","White"
"1575162915-6576","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","COMPACT COTTON T-SHIRT","https://www.zara.com/us/en/compact-cotton-t-shirt-p09240323.html","COMPACT COTTON T-SHIRT Details","25.90 USD","White"
"1575162791-6524","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC SLIM FIT T-SHIRT","https://www.zara.com/us/en/basic-slim-fit-t-shirt-p05584320.html","BASIC SLIM FIT T-SHIRT Details","17.90 USD","White"
"1575162577-6405","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162883-6561","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ALL OVER PRINT T-SHIRT","https://www.zara.com/us/en/all-over-print-t-shirt-p01165307.html","ALL OVER PRINT T-SHIRT Details","29.90 USD","White"
"1575162577-6403","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162675-6473","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","STRIPED TOP","https://www.zara.com/us/en/striped-top-p05643301.html","STRIPED TOP Details","25.90 USD","Ecru"
"1575162766-6515","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BUZZ LIGHTYEAR © DISNEY/PIXAR T-SHIRT","https://www.zara.com/us/en/buzz-lightyear-%C2%A9-disney-pixar-t-shirt-p05644303.html","BUZZ LIGHTYEAR © DISNEY/PIXAR T-SHIRT Details","25.90 USD","White"
"1575162838-6541","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","FIGURES T-SHIRT WITH TEXT","https://www.zara.com/us/en/figures-t-shirt-with-text-p00679325.html","FIGURES T-SHIRT WITH TEXT Details","29.90 USD","Black"
"1575162892-6565","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXT T-SHIRT","https://www.zara.com/us/en/text-t-shirt-p09362303.html","TEXT T-SHIRT Details","17.90 USD","White"
"1575162577-6411","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162699-6484","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","WINDOW PRINT T-SHIRT","https://www.zara.com/us/en/window-print-t-shirt-p00679309.html","WINDOW PRINT T-SHIRT Details","17.90 USD","Light orange"
"1575162795-6526","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC REGULAR FIT T-SHIRT","https://www.zara.com/us/en/basic-regular-fit-t-shirt-p05894440.html","BASIC REGULAR FIT T-SHIRT Details","9.90 USD","Mustard"
"1575162865-6554","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","SKULL PRINT T-SHIRT","https://www.zara.com/us/en/skull-print-t-shirt-p00722319.html","SKULL PRINT T-SHIRT Details","29.90 USD","Black"
"1575162719-6493","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","WILE E. COYOTE © WARNER BROS. INC. T-SHIRT","https://www.zara.com/us/en/wile-e--coyote-%C2%A9-warner-bros--inc--t-shirt-p00722313.html","WILE E. COYOTE © WARNER BROS. INC. T-SHIRT Details","null","Oyster White"
"1575162823-6534","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ASYMMETRIC KNIT TOP","https://www.zara.com/us/en/asymmetric-knit-top-p05372322.html","ASYMMETRIC KNIT TOP Details","29.90 USD","Black"
"1575162871-6556","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH TONAL EMBROIDERY","https://www.zara.com/us/en/t-shirt-with-tonal-embroidery-p02888309.html","T-SHIRT WITH TONAL EMBROIDERY Details","29.90 USD","Black"
"1575162751-6508","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","THE FLINTSTONES TM & © WARNER BROS. SHIRT","https://www.zara.com/us/en/the-flintstones-tm---%C2%A9-warner-bros--shirt-p05644307.html","THE FLINTSTONES TM & © WARNER BROS. SHIRT Details","29.90 USD","Gray"
"1575162652-6463","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","STRIPED TOP","https://www.zara.com/us/en/striped-top-p04087314.html","STRIPED TOP Details","null","Gray"
"1575162840-6542","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","POCKET T-SHIRT","https://www.zara.com/us/en/pocket-t-shirt-p05643304.html","POCKET T-SHIRT Details","25.90 USD","Black"
"1575162902-6570","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC LONG SLEEVE T-SHIRT","https://www.zara.com/us/en/basic-long-sleeve-t-shirt-p01887363.html","BASIC LONG SLEEVE T-SHIRT Details","12.90 USD","Anthracite grey"
"1575162577-6427","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162662-6468","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","FLORAL PRINTED T-SHIRT","https://www.zara.com/us/en/floral-printed-t-shirt-p05644308.html","FLORAL PRINTED T-SHIRT Details","29.90 USD","White"
"1575162577-6424","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162633-6454","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH CONTRASTING TRIM","https://www.zara.com/us/en/t-shirt-with-contrasting-trim-p00977311.html","T-SHIRT WITH CONTRASTING TRIM Details","29.90 USD","Light pink"
"1575162742-6504","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH BACK PRINT","https://www.zara.com/us/en/t-shirt-with-back-print-p06224306.html","T-SHIRT WITH BACK PRINT Details","29.90 USD","White"
"1575162973-6602","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","UFO PRINT SHIRT","https://www.zara.com/us/en/ufo-print-shirt-p05350301.html","UFO PRINT SHIRT Details","17.90 USD","White"
"1575162732-6499","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","EMBOSSED SLOGAN SHIRT","https://www.zara.com/us/en/embossed-slogan-shirt-p05372302.html","EMBOSSED SLOGAN SHIRT Details","null","Black"
"1575162753-6509","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","LOONEY TUNES © &™ WBEI SHIRT","https://www.zara.com/us/en/looney-tunes-%C2%A9--%E2%84%A2-wbei-shirt-p00722306.html","LOONEY TUNES © &™ WBEI SHIRT Details","25.90 USD","Navy blue"
"1575162855-6549","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","SKULL PRINT T-SHIRT","https://www.zara.com/us/en/skull-print-t-shirt-p00962316.html","SKULL PRINT T-SHIRT Details","null","Black"
"1575162830-6537","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","LONG LENGTH ASYMMETRIC TOP","https://www.zara.com/us/en/long-length-asymmetric-top-p00722345.html","LONG LENGTH ASYMMETRIC TOP Details","35.90 USD","Black"
"1575162873-6557","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PRINTED T-SHIRT","https://www.zara.com/us/en/printed-t-shirt-p00962324.html","PRINTED T-SHIRT Details","29.90 USD","Black"
"1575162956-6594","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T SHRT 03","https://www.zara.com/us/en/t-shrt-03-p00495333.html","T SHRT 03 Details","39.90 USD","Oyster White"
"1575162761-6513","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","GENIE © DISNEY T-SHIRT","https://www.zara.com/us/en/genie-%C2%A9-disney-t-shirt-p05644301.html","GENIE © DISNEY T-SHIRT Details","25.90 USD","Blue"
"1575162941-6588","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","METALLIC T-SHIRT","https://www.zara.com/us/en/metallic-t-shirt-p01165316.html","METALLIC T-SHIRT Details","29.90 USD","Black"
"1575162909-6573","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","COOLMAX® MOCK NECK SHIRT","https://www.zara.com/us/en/coolmax%C2%AE-mock-neck-shirt-p00977318.html","COOLMAX® MOCK NECK SHIRT Details","49.90 USD","Gray marl"
"1575162808-6529","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXTURED JACQUARD T-SHIRT","https://www.zara.com/us/en/textured-jacquard-t-shirt-p00495321.html","TEXTURED JACQUARD T-SHIRT Details","29.90 USD","Black"
"1575162922-6579","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PREMIUM ABSTRACT PRINT T-SHIRT","https://www.zara.com/us/en/premium-abstract-print-t-shirt-p00495329.html","PREMIUM ABSTRACT PRINT T-SHIRT Details","29.90 USD","White"
"1575162768-6516","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","COMBINATION ©DISNEY PRINT T-SHIRT","https://www.zara.com/us/en/combination-%C2%A9disney-print-t-shirt-p01259301.html","COMBINATION ©DISNEY PRINT T-SHIRT Details","25.90 USD","Black"
"1575162998-6614","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH LONG SLEEVES WITH TEXT","https://www.zara.com/us/en/t-shirt-with-long-sleeves-with-text-p00722406.html","T-SHIRT WITH LONG SLEEVES WITH TEXT Details","35.90 USD","White"
"1575162611-6444","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","LONG BASIC T-SHIRT","https://www.zara.com/us/en/long-basic-t-shirt-p01887350.html","LONG BASIC T-SHIRT Details","17.90 USD","White"
"1575162577-6417","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162778-6519","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ITCHY AND SCRATCHY ™ T-SHIRT","https://www.zara.com/us/en/itchy-and-scratchy-%E2%84%A2-t-shirt-p06224304.html","ITCHY AND SCRATCHY ™ T-SHIRT Details","29.90 USD","Black"
"1575162918-6577","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","STRIPED PIQUÉ SHIRT","https://www.zara.com/us/en/striped-piqu%C3%A9-shirt-p04087326.html","STRIPED PIQUÉ SHIRT Details","17.90 USD","White"
"1575162712-6490","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXT T-SHIRT","https://www.zara.com/us/en/text-t-shirt-p09362301.html","TEXT T-SHIRT Details","17.90 USD","Black"
"1575162954-6593","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T SHRT 03","https://www.zara.com/us/en/t-shrt-03-p03696301.html","T SHRT 03 Details","39.90 USD","Oyster White"
"1575162577-6422","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162836-6540","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","LONG RIBBED T-SHIRT","https://www.zara.com/us/en/long-ribbed-t-shirt-p00977327.html","LONG RIBBED T-SHIRT Details","29.90 USD","White"
"1575162887-6563","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","POCKET T-SHIRT","https://www.zara.com/us/en/pocket-t-shirt-p05372324.html","POCKET T-SHIRT Details","29.90 USD","White"
"1575162579-6430","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","","https://www.zara.com/us/en/-p01887455.html","Details","17.90 USD","taupe brown"
"1575162620-6448","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","OVERSIZED TANK TOP","https://www.zara.com/us/en/oversized-tank-top-p00977306.html","OVERSIZED TANK TOP Details","29.90 USD","Mustard"
"1575162577-6419","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162723-6495","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","™ STAR WARS T-SHIRT","https://www.zara.com/us/en/%E2%84%A2-star-wars-t-shirt-p01259307.html","™ STAR WARS T-SHIRT Details","25.90 USD","Black"
"1575162702-6485","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PRINTED STRIPED T-SHIRT","https://www.zara.com/us/en/printed-striped-t-shirt-p00679315.html","PRINTED STRIPED T-SHIRT Details","29.90 USD","Red / Black"
"1575162960-6596","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T SHRT 03","https://www.zara.com/us/en/t-shrt-03-p04161302.html","T SHRT 03 Details","29.90 USD","Burgundy"
"1575162979-6605","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","METALLIC DRIPPING EFFECT T-SHIRT","https://www.zara.com/us/en/metallic-dripping-effect-t-shirt-p00495345.html","METALLIC DRIPPING EFFECT T-SHIRT Details","29.90 USD","Black"
"1575162749-6507","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","NIRVANA © NIRVANA PRINT T-SHIRT","https://www.zara.com/us/en/nirvana-%C2%A9-nirvana-print-t-shirt-p00962311.html","NIRVANA © NIRVANA PRINT T-SHIRT Details","29.90 USD","White"
"1575162577-6418","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162738-6502","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","SKULL PRINT T-SHIRT","https://www.zara.com/us/en/skull-print-t-shirt-p00495318.html","SKULL PRINT T-SHIRT Details","29.90 USD","White"
"1575162629-6452","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","FLUORESCENT T-SHIRT","https://www.zara.com/us/en/fluorescent-t-shirt-p00495306.html","FLUORESCENT T-SHIRT Details","25.90 USD","Neon orange"
"1575162787-6523","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","BASIC SLIM FIT T-SHIRT","https://www.zara.com/us/en/basic-slim-fit-t-shirt-p05584322.html","BASIC SLIM FIT T-SHIRT Details","17.90 USD","Black"
"1575162577-6412","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162730-6498","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","POCKET T-SHIRT","https://www.zara.com/us/en/pocket-t-shirt-p06462300.html","POCKET T-SHIRT Details","17.90 USD","Natural"
"1575162683-6477","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","POCKET T-SHIRT","https://www.zara.com/us/en/pocket-t-shirt-p04087310.html","POCKET T-SHIRT Details","29.90 USD","Khaki"
"1575162828-6536","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ASYMMETRIC T-SHIRT","https://www.zara.com/us/en/asymmetric-t-shirt-p05643307.html","ASYMMETRIC T-SHIRT Details","29.90 USD","dark khaki"
"1575162834-6539","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXTURED WEAVE IRREGULAR SHIRT","https://www.zara.com/us/en/textured-weave-irregular-shirt-p00977328.html","TEXTURED WEAVE IRREGULAR SHIRT Details","29.90 USD","Black"
"1575162859-6551","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","HOLOGRAM SKULL SHIRT","https://www.zara.com/us/en/hologram-skull-shirt-p00495325.html","HOLOGRAM SKULL SHIRT Details","29.90 USD","Black"
"1575162875-6558","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","CASSETTE PRINT T-SHIRT","https://www.zara.com/us/en/cassette-print-t-shirt-p00722329.html","CASSETTE PRINT T-SHIRT Details","29.90 USD","Black"
"1575162704-6486","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","GRAPHIC PRINT T-SHIRT","https://www.zara.com/us/en/graphic-print-t-shirt-p00679313.html","GRAPHIC PRINT T-SHIRT Details","17.90 USD","White"
"1575162577-6420","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162637-6456","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ESSENCE OVERSIZED T-SHIRT","https://www.zara.com/us/en/essence-oversized-t-shirt-p00722304.html","ESSENCE OVERSIZED T-SHIRT Details","25.90 USD","Reddish"
"1575162690-6480","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","STRIPED T-SHIRT WITH PIPING","https://www.zara.com/us/en/striped-t-shirt-with-piping-p00977302.html","STRIPED T-SHIRT WITH PIPING Details","29.90 USD","Natural"
"1575162647-6461","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH TEXT","https://www.zara.com/us/en/t-shirt-with-text-p00495317.html","T-SHIRT WITH TEXT Details","25.90 USD","White"
"1575162615-6446","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","DELUXE V-NECK TSHIRT","https://www.zara.com/us/en/deluxe-v-neck-tshirt-p00722311.html","DELUXE V-NECK TSHIRT Details","17.90 USD","White"
"1575162763-6514","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PUMBAA © DISNEY T-SHIRT","https://www.zara.com/us/en/pumbaa-%C2%A9-disney-t-shirt-p05644302.html","PUMBAA © DISNEY T-SHIRT Details","25.90 USD","Brick"
"1575162881-6560","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","HOLOGRAPHIC TEXT T-SHIRT","https://www.zara.com/us/en/holographic-text-t-shirt-p06224302.html","HOLOGRAPHIC TEXT T-SHIRT Details","29.90 USD","White"
"1575162658-6466","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","ANCHOR EMBROIDERED T-SHIRT","https://www.zara.com/us/en/anchor-embroidered-t-shirt-p04087325.html","ANCHOR EMBROIDERED T-SHIRT Details","29.90 USD","White"
"1575162985-6608","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PRINTED PHOTOGRAPH T-SHIRT","https://www.zara.com/us/en/printed-photograph-t-shirt-p00679402.html","PRINTED PHOTOGRAPH T-SHIRT Details","25.90 USD","Black"
"1575162577-6425","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","null","","","",""
"1575162933-6584","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","THE SHINING © &™ WARNER BROS. SHIRT","https://www.zara.com/us/en/the-shining-%C2%A9--%E2%84%A2-warner-bros--shirt-p00679321.html","THE SHINING © &™ WARNER BROS. SHIRT Details","35.90 USD","Black"
"1575162664-6469","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","PREMIUM MOCK NECK TOP","https://www.zara.com/us/en/premium-mock-neck-top-p00722327.html","PREMIUM MOCK NECK TOP Details","29.90 USD","White"
"1575162747-6506","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","T-SHIRT WITH LONG SLEEVES WITH TEXT","https://www.zara.com/us/en/t-shirt-with-long-sleeves-with-text-p06224307.html","T-SHIRT WITH LONG SLEEVES WITH TEXT Details","35.90 USD","Black"
"1575162821-6533","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXTURED ASYMMETRIC SHIRT","https://www.zara.com/us/en/textured-asymmetric-shirt-p04770304.html","TEXTURED ASYMMETRIC SHIRT Details","39.90 USD","Black"
"1575162889-6564","https://www.zara.com/us/en/man-tshirts-l855.html?v1=1282833","TEXT T-SHIRT","https://www.zara.com/us/en/text-t-shirt-p09362304.html","TEXT T-SHIRT Details","17.90 USD","Pale pink"
