web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
"1575147484-4638","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","MICKEY & FRIENDS © DISNEY T-SHIRT","https://www.zara.com/us/en/mickey---friends-%C2%A9-disney-t-shirt-p00264932.html","MICKEY & FRIENDS © DISNEY T-SHIRT Details","25.90 USD","Black"
"1575146968-4395","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","PLEATED EFFECT TOP","https://www.zara.com/us/en/pleated-effect-top-p05584453.html","PLEATED EFFECT TOP Details","29.90 USD","Black"
"1575147093-4453","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT SHIRT","https://www.zara.com/us/en/front-print-shirt-p00208901.html","FRONT PRINT SHIRT Details","19.90 USD","White"
"1575147695-4738","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRINGE TEXTURED SHIRT","https://www.zara.com/us/en/fringe-textured-shirt-p01014902.html","FRINGE TEXTURED SHIRT Details","25.90 USD","Ecru"
"1575147611-4699","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WILMA FLINTSTONE © &™ WARNER BROS T-SHIRT","https://www.zara.com/us/en/wilma-flintstone-%C2%A9--%E2%84%A2-warner-bros-t-shirt-p05644814.html","WILMA FLINTSTONE © &™ WARNER BROS T-SHIRT Details","25.90 USD","Green"
"1575146935-4375","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147181-4495","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY PRINCESS SHIRT","https://www.zara.com/us/en/%C2%A9disney-princess-shirt-p04644904.html","©DISNEY PRINCESS SHIRT Details","25.90 USD","Anthracite grey"
"1575147451-4622","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BASIC MODAL T-SHIRT","https://www.zara.com/us/en/basic-modal-t-shirt-p08779452.html","BASIC MODAL T-SHIRT Details","17.90 USD","White"
"1575146935-4362","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147171-4490","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","ASYMMETRICAL POLKA DOT TOP","https://www.zara.com/us/en/asymmetrical-polka-dot-top-p01131806.html","ASYMMETRICAL POLKA DOT TOP Details","35.90 USD","Black / White"
"1575147627-4707","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY THE LION KING T-SHIRT","https://www.zara.com/us/en/%C2%A9disney-the-lion-king-t-shirt-p00085459.html","©DISNEY THE LION KING T-SHIRT Details","17.90 USD","White"
"1575146942-4382","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","ASYMMETRICAL BODYSUIT","https://www.zara.com/us/en/asymmetrical-bodysuit-p00264627.html","ASYMMETRICAL BODYSUIT Details","19.90 USD","Black"
"1575146935-4357","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575146935-4374","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147404-4601","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH TEXT","https://www.zara.com/us/en/t-shirt-with-text-p05039465.html","T-SHIRT WITH TEXT Details","19.90 USD","White"
"1575147256-4530","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FLORAL PRINT T-SHIRT","https://www.zara.com/us/en/floral-print-t-shirt-p01165451.html","FLORAL PRINT T-SHIRT Details","25.90 USD","White"
"1575146964-4393","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p00264648.html","FRONT PRINT T-SHIRT Details","19.90 USD","White"
"1575147714-4745","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","MICKEY MOUSE ©DISNEY T-SHIRT","https://www.zara.com/us/en/mickey-mouse-%C2%A9disney-t-shirt-p00085871.html","MICKEY MOUSE ©DISNEY T-SHIRT Details","25.90 USD","White"
"1575147832-4802","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","METAL TRIM TOP","https://www.zara.com/us/en/metal-trim-top-p02712637.html","METAL TRIM TOP Details","25.90 USD","Gray marl"
"1575147511-4651","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY MICKEY MOUSE SHIRT","https://www.zara.com/us/en/%C2%A9disney-mickey-mouse-shirt-p05644804.html","©DISNEY MICKEY MOUSE SHIRT Details","19.90 USD","White"
"1575147712-4744","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","LACE TOP","https://www.zara.com/us/en/lace-top-p02712451.html","LACE TOP Details","29.90 USD","Oyster White"
"1575146935-4345","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147041-4430","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CROPPED TOP","https://www.zara.com/us/en/cropped-top-p03253304.html","CROPPED TOP Details","5.90 USD","Black"
"1575147198-4503","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BASIC CROP TOP","https://www.zara.com/us/en/basic-crop-top-p04424304.html","BASIC CROP TOP Details","9.90 USD","White"
"1575147720-4748","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CONTRASTING TOP","https://www.zara.com/us/en/contrasting-top-p05584914.html","CONTRASTING TOP Details","35.90 USD","Black"
"1575146935-4329","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147142-4476","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SHIRT WITH FRONT TEXT","https://www.zara.com/us/en/shirt-with-front-text-p04424852.html","SHIRT WITH FRONT TEXT Details","12.90 USD","Gray"
"1575147225-4516","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT SHIRT","https://www.zara.com/us/en/front-print-shirt-p00085451.html","FRONT PRINT SHIRT Details","19.90 USD","White"
"1575147443-4618","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p00085635.html","FRONT PRINT T-SHIRT Details","12.90 USD","White"
"1575147469-4631","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CROPPED SOFT-TOUCH TOP","https://www.zara.com/us/en/cropped-soft-touch-top-p02712917.html","CROPPED SOFT-TOUCH TOP Details","19.90 USD","Gray marl"
"1575146954-4388","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WASHED EFFECT T-SHIRT WITH SLOGAN","https://www.zara.com/us/en/washed-effect-t-shirt-with-slogan-p04424851.html","WASHED EFFECT T-SHIRT WITH SLOGAN Details","12.90 USD","Khaki"
"1575147619-4703","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TOP WITH COLLAR DETAIL","https://www.zara.com/us/en/top-with-collar-detail-p05584463.html","TOP WITH COLLAR DETAIL Details","35.90 USD","Black"
"1575147262-4533","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p01501627.html","FRONT PRINT T-SHIRT Details","17.90 USD","Black / White"
"1575147838-4805","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SATIN EFFECT SHIRT WITH CHEST POCKET","https://www.zara.com/us/en/satin-effect-shirt-with-chest-pocket-p00858457.html","SATIN EFFECT SHIRT WITH CHEST POCKET Details","17.90 USD","Mink"
"1575147685-4733","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SATEEN BODYSUIT","https://www.zara.com/us/en/sateen-bodysuit-p01131814.html","SATEEN BODYSUIT Details","19.90 USD","Terracotta"
"1575146935-4346","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147047-4433","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CUFFED SLEEVE T-SHIRT","https://www.zara.com/us/en/cuffed-sleeve-t-shirt-p01887152.html","CUFFED SLEEVE T-SHIRT Details","12.90 USD","Beige"
"1575147793-4783","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","LACE TOP","https://www.zara.com/us/en/lace-top-p02712911.html","LACE TOP Details","25.90 USD","Oyster White"
"1575146935-4364","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575146935-4347","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147314-4558","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SOFT TOUCH SHIRT","https://www.zara.com/us/en/soft-touch-shirt-p01067454.html","SOFT TOUCH SHIRT Details","19.90 USD","Fuchsia"
"1575147161-4485","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","ACCENTUATED SHOULDER T-SHIRT","https://www.zara.com/us/en/accentuated-shoulder-t-shirt-p00264661.html","ACCENTUATED SHOULDER T-SHIRT Details","19.90 USD","Black"
"1575147445-4619","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CONTRAST TOP","https://www.zara.com/us/en/contrast-top-p00208631.html","CONTRAST TOP Details","19.90 USD","Oyster White"
"1575147668-4727","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","MICKEY & FRIENDS © DISNEY T-SHIRT","https://www.zara.com/us/en/mickey---friends-%C2%A9-disney-t-shirt-p00264646.html","MICKEY & FRIENDS © DISNEY T-SHIRT Details","25.90 USD","Black"
"1575147179-4494","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","PRINGLES™ PRINT T-SHIRT","https://www.zara.com/us/en/pringles%E2%84%A2-print-t-shirt-p05644706.html","PRINGLES™ PRINT T-SHIRT Details","25.90 USD","White"
"1575147039-4429","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TEXTURED TOP WITH STRAPS","https://www.zara.com/us/en/textured-top-with-straps-p04873343.html","TEXTURED TOP WITH STRAPS Details","9.90 USD","Khaki"
"1575147086-4450","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BASIC LONG SLEEVED T-SHIRT","https://www.zara.com/us/en/basic-long-sleeved-t-shirt-p04424628.html","BASIC LONG SLEEVED T-SHIRT Details","12.90 USD","White"
"1575147335-4568","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","PINTUCK SHIRT","https://www.zara.com/us/en/pintuck-shirt-p00085453.html","PINTUCK SHIRT Details","25.90 USD","Oyster White"
"1575147540-4665","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SCALLOP TRIM TOP","https://www.zara.com/us/en/scallop-trim-top-p06050805.html","SCALLOP TRIM TOP Details","17.90 USD","Gray"
"1575147538-4664","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","RUFFLED TOP","https://www.zara.com/us/en/ruffled-top-p05644453.html","RUFFLED TOP Details","29.90 USD","White"
"1575147091-4452","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","STRETCH TOP","https://www.zara.com/us/en/stretch-top-p00085902.html","STRETCH TOP Details","17.90 USD","White"
"1575147364-4582","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p01501626.html","FRONT PRINT T-SHIRT Details","17.90 USD","White / Green"
"1575147724-4750","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TEXTURED WEAVE VOLUMINOUS T-SHIRT","https://www.zara.com/us/en/textured-weave-voluminous-t-shirt-p05644801.html","TEXTURED WEAVE VOLUMINOUS T-SHIRT Details","19.90 USD","Maroon"
"1575147544-4667","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p00085864.html","FRONT PRINT T-SHIRT Details","19.90 USD","Gray"
"1575146962-4392","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WASHED EFFECT T-SHIRT","https://www.zara.com/us/en/washed-effect-t-shirt-p04424850.html","WASHED EFFECT T-SHIRT Details","12.90 USD","Gray"
"1575147381-4590","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","GIRL PRINT SHIRT","https://www.zara.com/us/en/girl-print-shirt-p00962633.html","GIRL PRINT SHIRT Details","19.90 USD","White"
"1575147283-4543","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TEDDY BEAR PRINT T-SHIRT","https://www.zara.com/us/en/teddy-bear-print-t-shirt-p05039807.html","TEDDY BEAR PRINT T-SHIRT Details","19.90 USD","White"
"1575147108-4460","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","®PEANUTS LUCY SHIRT","https://www.zara.com/us/en/%C2%AEpeanuts-lucy-shirt-p04644631.html","®PEANUTS LUCY SHIRT Details","25.90 USD","White"
"1575147337-4569","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p05039629.html","FRONT PRINT T-SHIRT Details","19.90 USD","White"
"1575147214-4511","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BODYSUIT WITH DEEP V-NECK","https://www.zara.com/us/en/bodysuit-with-deep-v-neck-p05039908.html","BODYSUIT WITH DEEP V-NECK Details","25.90 USD","White"
"1575147542-4666","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY MICKEY MOUSE SHIRT","https://www.zara.com/us/en/%C2%A9disney-mickey-mouse-shirt-p05643815.html","©DISNEY MICKEY MOUSE SHIRT Details","19.90 USD","Gray"
"1575147494-4643","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TEXTURED TOP","https://www.zara.com/us/en/textured-top-p03253900.html","TEXTURED TOP Details","9.90 USD","Dark gray"
"1575147781-4777","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BUGS BUNNY © WARNER BROS. INC. T-SHIRT","https://www.zara.com/us/en/bugs-bunny-%C2%A9-warner-bros--inc--t-shirt-p05643626.html","BUGS BUNNY © WARNER BROS. INC. T-SHIRT Details","25.90 USD","Pink"
"1575147532-4661","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY MICKEY MOUSE SHIRT","https://www.zara.com/us/en/%C2%A9disney-mickey-mouse-shirt-p05644703.html","©DISNEY MICKEY MOUSE SHIRT Details","25.90 USD","White"
"1575147102-4457","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CONTRAST SATIN EFFECT BODYSUIT","https://www.zara.com/us/en/contrast-satin-effect-bodysuit-p01971900.html","CONTRAST SATIN EFFECT BODYSUIT Details","29.90 USD","Terracotta"
"1575147791-4782","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SATIN EFFECT TIE TOP","https://www.zara.com/us/en/satin-effect-tie-top-p01165020.html","SATIN EFFECT TIE TOP Details","25.90 USD","Black"
"1575147150-4480","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p05410702.html","FRONT PRINT T-SHIRT Details","19.90 USD","White"
"1575147020-4420","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","E.T. SHIRT THE EXTRA-TERRESTRIAL ©UNIVERSAL CITY STUDIOS","https://www.zara.com/us/en/e-t--shirt-the-extra-terrestrial-%C2%A9universal-city-studios-p04644632.html","E.T. SHIRT THE EXTRA-TERRESTRIAL ©UNIVERSAL CITY STUDIOS Details","25.90 USD","White"
"1575146958-4390","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SEQUIN TOP","https://www.zara.com/us/en/sequin-top-p01067456.html","SEQUIN TOP Details","39.90 USD","Ecru"
"1575147218-4513","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","® COCA-COLA PRINT T-SHIRT","https://www.zara.com/us/en/%C2%AE-coca-cola-print-t-shirt-p05644705.html","® COCA-COLA PRINT T-SHIRT Details","25.90 USD","Charcoal gray"
"1575147202-4505","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p00085907.html","FRONT PRINT T-SHIRT Details","12.90 USD","Black"
"1575147703-4740","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FITTED TOP","https://www.zara.com/us/en/fitted-top-p04174453.html","FITTED TOP Details","12.90 USD","Gray green"
"1575147492-4642","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","RIBBED TOP WITH STRAPS","https://www.zara.com/us/en/ribbed-top-with-straps-p04770626.html","RIBBED TOP WITH STRAPS Details","17.90 USD","Black"
"1575147486-4639","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","MY LITTLE PONY ® T-SHIRT","https://www.zara.com/us/en/my-little-pony-%C2%AE-t-shirt-p01165911.html","MY LITTLE PONY ® T-SHIRT Details","25.90 USD","Anthracite grey"
"1575147350-4575","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CONTRAST TOP","https://www.zara.com/us/en/contrast-top-p00858455.html","CONTRAST TOP Details","19.90 USD","Black"
"1575147308-4555","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BALLOON SLEEVE TOP","https://www.zara.com/us/en/balloon-sleeve-top-p05644709.html","BALLOON SLEEVE TOP Details","35.90 USD","Ecru"
"1575147131-4471","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WRAP T-SHIRT","https://www.zara.com/us/en/wrap-t-shirt-p03253307.html","WRAP T-SHIRT Details","9.90 USD","Faded pink"
"1575147762-4768","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","ORGANZA BOW TOP","https://www.zara.com/us/en/organza-bow-top-p05584803.html","ORGANZA BOW TOP Details","19.90 USD","Black"
"1575147104-4458","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TEXTURED CROP TOP","https://www.zara.com/us/en/textured-crop-top-p05584802.html","TEXTURED CROP TOP Details","12.90 USD","Light sand"
"1575147774-4774","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","LONG SLEEVED SHIRT","https://www.zara.com/us/en/long-sleeved-shirt-p00085642.html","LONG SLEEVED SHIRT Details","19.90 USD","Black"
"1575146979-4400","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","© DISNEY THE LION KING T-SHIRT","https://www.zara.com/us/en/%C2%A9-disney-the-lion-king-t-shirt-p00962201.html","© DISNEY THE LION KING T-SHIRT Details","25.90 USD","Anthracite grey"
"1575147654-4720","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p01131819.html","FRONT PRINT T-SHIRT Details","19.90 USD","Anthracite grey"
"1575146935-4351","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147496-4644","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","LONG SLEEVE PLUSH TOP","https://www.zara.com/us/en/long-sleeve-plush-top-p00858634.html","LONG SLEEVE PLUSH TOP Details","19.90 USD","Ice"
"1575147304-4553","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TOP WITH VOLUMINOUS SLEEVES","https://www.zara.com/us/en/top-with-voluminous-sleeves-p00858632.html","TOP WITH VOLUMINOUS SLEEVES Details","35.90 USD","White"
"1575147018-4419","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH TEXT","https://www.zara.com/us/en/t-shirt-with-text-p00264454.html","T-SHIRT WITH TEXT Details","12.90 USD","Printed"
"1575147387-4593","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WAVY TOP","https://www.zara.com/us/en/wavy-top-p01971802.html","WAVY TOP Details","12.90 USD","Red"
"1575147110-4461","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","STRETCH TOP","https://www.zara.com/us/en/stretch-top-p00962853.html","STRETCH TOP Details","12.90 USD","Mustard"
"1575147569-4679","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SOFT FEEL HIGH COLLAR TOP","https://www.zara.com/us/en/soft-feel-high-collar-top-p05039950.html","SOFT FEEL HIGH COLLAR TOP Details","19.90 USD","Camel"
"1575147066-4440","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH KNOTTED FRONT","https://www.zara.com/us/en/t-shirt-with-knotted-front-p06761155.html","T-SHIRT WITH KNOTTED FRONT Details","19.90 USD","Oyster White"
"1575147480-4636","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SOFT TOUCH MOCK NECK T-SHIRT","https://www.zara.com/us/en/soft-touch-mock-neck-t-shirt-p05039923.html","SOFT TOUCH MOCK NECK T-SHIRT Details","17.90 USD","Gray marl"
"1575147140-4475","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©IGGY JOEY T-SHIRT","https://www.zara.com/us/en/%C2%A9iggy-joey-t-shirt-p04644321.html","©IGGY JOEY T-SHIRT Details","25.90 USD","Charcoal"
"1575147049-4434","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","LINEN TEE","https://www.zara.com/us/en/linen-tee-p00858164.html","LINEN TEE Details","19.90 USD","White"
"1575147078-4446","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","VAN GOGH PRINT T-SHIRT","https://www.zara.com/us/en/van-gogh-print-t-shirt-p04644903.html","VAN GOGH PRINT T-SHIRT Details","19.90 USD","White"
"1575147760-4767","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WIDE STRAP STRETCH TOP","https://www.zara.com/us/en/wide-strap-stretch-top-p00264531.html","WIDE STRAP STRETCH TOP Details","12.90 USD","Khaki"
"1575147447-4620","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CONTRAST TOP","https://www.zara.com/us/en/contrast-top-p00208630.html","CONTRAST TOP Details","17.90 USD","Black"
"1575147346-4573","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","PRINTED SEQUIN T-SHIRT","https://www.zara.com/us/en/printed-sequin-t-shirt-p05410457.html","PRINTED SEQUIN T-SHIRT Details","25.90 USD","Oyster White"
"1575147836-4804","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH TEXT","https://www.zara.com/us/en/t-shirt-with-text-p05644476.html","T-SHIRT WITH TEXT Details","25.90 USD","Black"
"1575147743-4759","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WRINKLE EFFECT TOP","https://www.zara.com/us/en/wrinkle-effect-top-p05580632.html","WRINKLE EFFECT TOP Details","39.90 USD","Light camel"
"1575147429-4612","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WASHED EFFECT T-SHIRT WITH SLOGAN","https://www.zara.com/us/en/washed-effect-t-shirt-with-slogan-p04424854.html","WASHED EFFECT T-SHIRT WITH SLOGAN Details","17.90 USD","Gray"
"1575147375-4587","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BUGS BUNNY © WARNER BROS. INC. T-SHIRT","https://www.zara.com/us/en/bugs-bunny-%C2%A9-warner-bros--inc--t-shirt-p05644710.html","BUGS BUNNY © WARNER BROS. INC. T-SHIRT Details","25.90 USD","White"
"1575147055-4436","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY MICKEY MOUSE SHIRT","https://www.zara.com/us/en/%C2%A9disney-mickey-mouse-shirt-p00264801.html","©DISNEY MICKEY MOUSE SHIRT Details","25.90 USD","White"
"1575147513-4652","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FITTED T-SHIRT","https://www.zara.com/us/en/fitted-t-shirt-p03431626.html","FITTED T-SHIRT Details","12.90 USD","White"
"1575147117-4464","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","FRONT PRINT T-SHIRT","https://www.zara.com/us/en/front-print-t-shirt-p01165452.html","FRONT PRINT T-SHIRT Details","17.90 USD","White"
"1575147812-4792","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","CHRISTMAS MICKEY AND FRIENDS ©DISNEY T-SHIRT","https://www.zara.com/us/en/christmas-mickey-and-friends-%C2%A9disney-t-shirt-p00085807.html","CHRISTMAS MICKEY AND FRIENDS ©DISNEY T-SHIRT Details","19.90 USD","Printed"
"1575147635-4711","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","PLEATED T-SHIRT","https://www.zara.com/us/en/pleated-t-shirt-p05584464.html","PLEATED T-SHIRT Details","25.90 USD","Metal mink"
"1575146935-4354","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147422-4609","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TOP WITH FULL CUT SLEEVES","https://www.zara.com/us/en/top-with-full-cut-sleeves-p00858630.html","TOP WITH FULL CUT SLEEVES Details","35.90 USD","Toffee"
"1575147123-4467","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SATIN CAMISOLE","https://www.zara.com/us/en/satin-camisole-p02712454.html","SATIN CAMISOLE Details","25.90 USD","Oyster White"
"1575147662-4724","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","DISNEY CRUELLA© T-SHIRT","https://www.zara.com/us/en/disney-cruella%C2%A9-t-shirt-p00085454.html","DISNEY CRUELLA© T-SHIRT Details","25.90 USD","Black"
"1575147579-4684","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","OPENWORK SHIRT","https://www.zara.com/us/en/openwork-shirt-p00858670.html","OPENWORK SHIRT Details","19.90 USD","White"
"1575146991-4406","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","TANK TOP","https://www.zara.com/us/en/tank-top-p04174305.html","TANK TOP Details","9.90 USD","Khaki"
"1575147097-4455","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","OVERSIZED T-SHIRT","https://www.zara.com/us/en/oversized-t-shirt-p00962854.html","OVERSIZED T-SHIRT Details","17.90 USD","Oyster White"
"1575147169-4489","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","©DISNEY UNCLE SCROOGE T-SHIRT","https://www.zara.com/us/en/%C2%A9disney-uncle-scrooge-t-shirt-p00264852.html","©DISNEY UNCLE SCROOGE T-SHIRT Details","25.90 USD","White"
"1575146935-4355","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","null","","","",""
"1575147344-4572","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","WOMAN PRINT SHIRT","https://www.zara.com/us/en/woman-print-shirt-p05410458.html","WOMAN PRINT SHIRT Details","12.90 USD","White"
"1575147588-4688","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","T-SHIRT WITH ©DISNEY PRINT","https://www.zara.com/us/en/t-shirt-with-%C2%A9disney-print-p05643809.html","T-SHIRT WITH ©DISNEY PRINT Details","19.90 USD","White"
"1575147233-4519","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","SEMI-SHEER BODYSUIT","https://www.zara.com/us/en/semi-sheer-bodysuit-p03665451.html","SEMI-SHEER BODYSUIT Details","19.90 USD","Black"
"1575147548-4669","https://www.zara.com/us/en/woman-tshirts-l1362.html?v1=1281620","BAMBI ©DISNEY T-SHIRT","https://www.zara.com/us/en/bambi-%C2%A9disney-t-shirt-p00264817.html","BAMBI ©DISNEY T-SHIRT Details","19.90 USD","White"
