date,delay,distance,origin,destination
1301735,4,318,FLL,JAX
1301735,5,842,MDW,PVD
1301735,8,256,PHX,LAS
1301735,8,368,SLC,LAS
1301738,20,189,DAL,AUS
1301740,0,271,SDF,MDW
1301742,43,325,OAK,BUR
1301744,10,283,BDL,BWI
1301745,0,192,SAT,HOU
1301745,0,197,FLL,TPA
1301745,0,321,MSY,BHM
1301745,0,491,MCI,BNA
1301745,25,423,OMA,MDW
1301745,25,682,BWI,BHM
1301745,28,373,LAX,SMF
1301745,3,407,OAK,LAS
1301745,4,444,RNO,PDX
1301745,5,180,RNO,OAK
1301745,5,251,STL,MDW
1301745,55,756,AUS,BNA
1301746,13,967,BWI,MCI
1301747,10,239,HOU,DAL
1301747,6,281,BUF,BWI
1301748,10,842,PVD,MDW
1301748,14,328,PVD,BWI
1301750,0,358,SMF,BUR
1301750,0,417,SJC,SAN
1301750,24,842,BWI,TPA
1301750,4,296,SJC,BUR
1301750,4,361,ONT,OAK
1301750,5,410,CMH,STL
1301750,9,386,LAS,SJC
1301752,57,487,STL,CLE
1301755,10,440,STL,DTW
1301755,14,197,TPA,FLL
1301755,19,407,LAS,OAK
1301755,4,347,ELP,PHX
1301755,5,1034,TPA,ISP
1301755,55,224,GEG,SEA
1301755,6,328,BWI,PVD
1301756,11,237,STL,MCI
1301757,10,189,DAL,AUS
1301759,30,239,DAL,HOU
1301800,0,229,MDW,DTW
1301800,0,271,MDW,SDF
1301800,0,333,ONT,SJC
1301800,0,446,SAN,OAK
1301800,10,239,DAL,HOU
1301800,10,370,LAX,PHX
1301800,144,590,LAX,SLC
1301800,2,303,MSY,HOU
1301800,23,787,BWI,MCO
1301800,5,1076,LAS,TUL
1301800,5,765,MDW,ISP
1301800,53,605,SMF,SEA
1301805,12,479,SMF,PDX
1301810,0,162,MDW,IND
1301810,10,321,ABQ,TUS
1301810,10,367,SAN,TUS
1301810,2,288,BWI,ALB
1301810,33,325,ONT,PHX
1301812,10,1099,OMA,LAS
1301813,5,197,LAS,ONT
1301814,0,314,CLE,BWI
1301814,11,688,IND,JAX
1301815,0,251,STL,MDW
1301815,14,328,ABQ,PHX
1301815,20,395,MDW,BNA
1301815,40,446,SAN,OAK
1301815,6,192,HOU,SAT
1301820,0,437,MSY,DAL
1301820,0,447,SAN,SFO
1301820,2,289,LBB,ABQ
1301821,45,872,AUS,PHX
1301823,0,997,MDW,TPA
1301824,67,718,ABQ,MCI
1301825,0,187,CRP,HOU
1301825,0,371,SNA,OAK
1301825,3,1363,LAX,MCI
1301830,0,293,DAL,LBB
1301830,0,370,LAX,PHX
1301830,0,451,TUS,LAX
1301830,1,1751,BNA,SAN
1301830,13,248,DAL,SAT
1301830,15,448,BNA,CLE
1301830,18,1235,HOU,LAS
1301830,3,220,ISP,BWI
1301830,4,296,DAL,LIT
1301832,14,192,SAT,HOU
1301835,0,407,LAS,OAK
1301835,25,347,PHX,ELP
1301835,28,148,HOU,AUS
1301837,14,612,TPA,BNA
1301840,4,256,PHX,LAS
1301840,5,448,CLE,BNA
1301845,0,1073,PVD,MCO
1301845,0,440,DTW,STL
1301845,10,229,STL,IND
1301845,9,687,STL,HOU
1301847,0,258,SAN,LAS
1301847,26,670,BNA,HOU
1301848,18,189,AUS,DAL
1301850,0,328,PVD,BWI
1301850,0,480,SAN,SMF
1301850,14,842,TPA,BWI
1301850,2,283,BDL,BWI
1301850,3,342,OMA,STL
1301850,4,142,PBI,MCO
1301852,31,369,BUR,PHX
1301853,18,417,SJC,SAN
1301855,10,255,BWI,RDU
1301855,68,276,HOU,HRL
1301857,15,972,SAT,TPA
1301900,10,889,OAK,ABQ
1301900,23,1020,HOU,PHX
1301900,24,838,MHT,MDW
1301900,4,307,MDW,CLE
1301900,5,304,PHX,SAN
1301900,8,192,HOU,SAT
1301904,0,347,PHX,ELP
1301905,0,197,FLL,TPA
1301905,0,487,LAS,ABQ
1301905,0,491,BNA,MCI
1301905,25,611,MDW,BWI
1301905,5,1481,MCI,PDX
1301905,8,296,SJC,BUR
1301907,4,239,DAL,HOU
1301910,0,308,SJC,LAX
1301910,0,803,ISP,BNA
1301910,12,998,BWI,MSY
1301910,18,342,SJC,SNA
1301910,74,304,PHX,SAN
1301915,0,178,FLL,MCO
1301915,17,1262,STL,PHX
1301915,20,671,SEA,OAK
1301915,21,321,BHM,MSY
1301915,22,358,SMF,BUR
1301915,26,251,STL,MDW
1301918,21,883,BWI,PBI
1301920,0,276,HOU,HRL
1301920,0,358,BUR,SMF
1301920,1,319,DAL,MAF
1301920,23,187,HOU,CRP
1301920,25,1999,BWI,PHX
1301920,45,1037,OMA,PHX
1301920,5,405,MCI,MDW
1301920,5,417,SAN,SJC
1301921,14,1246,BWI,HOU
1301922,7,325,OAK,BUR
1301924,7,373,SMF,LAX
1301925,0,361,OAK,ONT
1301925,5,389,ONT,SMF
1301925,5,405,MDW,MCI
1301925,6,496,SAT,ELP
1301925,67,714,LAX,ELP
1301925,8,283,BWI,BDL
1301926,40,281,BWI,BUF
1301928,5,162,IND,MDW
1301928,65,395,MDW,BNA
1301930,0,239,DAL,HOU
1301930,3,1234,MCI,PVD
1301930,5,328,PVD,BWI
1301930,62,697,SJC,SEA
1301933,14,148,AUS,HOU
1301935,0,793,BNA,FLL
1301935,25,251,MDW,STL
1301935,3,177,BNA,BHM
1301935,3,389,SMF,ONT
1301935,30,386,SJC,LAS
1301935,67,417,SAN,SJC
1301939,2,395,BNA,MDW
1301940,20,588,BWI,BNA
1301940,5,277,AMA,ABQ
1301940,6,258,LAS,SAN
1301940,9,337,OAK,LAX
1301943,14,377,BWI,MHT
1301943,22,237,MCI,STL
1301943,3,248,SAT,DAL
1301943,39,443,BNA,RDU
1301945,0,351,STL,TUL
1301945,0,587,RDU,TPA
1301945,7,365,TUS,LAS
1301945,8,616,BNA,MCO
1301946,8,647,PHX,SMF
1301950,18,528,ELP,AUS
1301950,20,371,OAK,SNA
1301950,3,407,OAK,LAS
1301950,38,493,ABQ,SLC
1301954,3,314,CLE,BWI
1301955,18,189,DAL,AUS
1301958,5,1489,MCI,OAK
1302000,0,487,ABQ,LAS
1302000,5,229,MDW,DTW
1302005,2,588,BWI,BNA
1302005,5,621,PHX,SJC
1302005,55,677,ABQ,LAX
1302008,63,233,HRL,SAT
1302010,0,229,DTW,MDW
1302010,0,405,MDW,MCI
1302010,6,714,ELP,LAX
1302013,19,236,LAX,LAS
1302015,0,1069,SAT,LAS
1302015,0,187,CRP,HOU
1302015,0,487,LAS,ABQ
1302017,3,345,LAS,RNO
1302020,0,443,RDU,BNA
1302020,0,880,STL,MCO
1302020,28,399,BOI,SEA
1302020,4,407,LAS,OAK
1302020,43,564,RNO,SEA
1302020,7,256,PHX,LAS
1302021,43,271,MDW,SDF
1302025,2,787,BWI,MCO
1302025,2,838,IND,TPA
1302025,5,180,TPA,JAX
1302025,58,866,LAS,SEA
1302026,5,180,JAX,TPA
1302029,0,453,HOU,TUL
1302030,0,279,PDX,GEG
1302030,0,417,SAN,SJC
1302030,12,1262,STL,PHX
1302030,22,446,SAN,OAK
1302030,4,370,PHX,LAX
1302034,52,487,CLE,STL
1302035,15,223,BUR,LAS
1302035,46,671,OAK,SEA
1302035,8,611,MDW,BWI
1302040,0,1262,PHX,STL
1302040,0,251,MDW,STL
1302040,0,283,BDL,BWI
1302040,0,303,HOU,MSY
1302040,0,321,BHM,MSY
1302040,13,303,MSY,HOU
1302040,2,189,DAL,AUS
1302040,20,178,MCO,FLL
1302040,4,550,MCO,MSY
1302043,18,1044,PHX,MCI
1302045,10,304,PHX,SAN
1302045,30,197,TPA,FLL
1302050,0,248,DAL,SAT
1302050,1,345,RNO,LAS
1302050,13,590,LAX,SLC
1302050,15,296,STL,LIT
1302050,2,621,PHX,SJC
1302050,7,229,DTW,MDW
1302050,8,281,BUF,BWI
1302055,0,328,PVD,BWI
1302055,3,410,STL,CMH
1302055,8,342,SNA,SJC
1302058,14,756,BNA,AUS
1302058,4,677,LAX,ABQ
1302059,11,189,AUS,DAL
1302100,0,251,STL,MDW
1302100,0,417,SAN,SJC
1302100,5,251,MDW,STL
1302100,57,605,SEA,SMF
1302100,70,822,BNA,SAT
1302100,8,569,SJC,PDX
1302104,19,307,MDW,CLE
1302105,0,197,TPA,FLL
1302105,121,422,SLC,RNO
1302105,2,328,BWI,PVD
1302105,4,188,SJC,RNO
1302105,46,248,SAT,DAL
1302105,65,605,SMF,SEA
1302108,21,328,PHX,ABQ
1302110,10,842,BWI,TPA
1302110,13,229,IND,STL
1302110,18,601,PHX,RNO
1302110,2,666,MCI,HOU
1302110,3,405,MDW,MCI
1302110,55,308,SJC,LAX
1302111,5,303,HOU,MSY
1302113,0,229,MDW,DTW
1302115,0,192,HOU,SAT
1302115,0,287,BOI,GEG
1302115,0,319,DAL,MAF
1302115,0,325,PHX,ONT
1302115,0,515,BWI,IND
1302115,2,255,BWI,RDU
1302115,4,256,PHX,LAS
1302115,4,296,DAL,LIT
1302115,50,325,PHX,ONT
1302116,12,223,LAS,BUR
1302118,10,451,MCI,IND
1302120,0,148,HOU,AUS
1302120,0,325,ONT,PHX
1302120,10,371,SNA,OAK
1302120,18,399,SEA,BOI
1302120,2,611,BWI,MDW
1302120,50,337,LAX,OAK
1302120,57,395,MDW,BNA
1302122,113,370,PHX,LAX
1302124,7,833,PHX,OKC
1302125,20,397,LAS,SMF
1302126,28,462,STL,OKC
1302130,0,256,LAS,PHX
1302130,0,407,OAK,LAS
1302130,116,444,RNO,PDX
1302130,50,224,GEG,SEA
1302130,8,487,TPA,MSY
1302133,25,630,SLC,PDX
1302134,74,1048,MCI,TPA
1302135,0,389,SMF,ONT
1302135,25,337,OAK,LAX
1302135,3,314,CLE,BWI
1302135,3,369,PHX,BUR
1302136,7,687,STL,HOU
1302140,0,256,PHX,LAS
1302140,0,328,ABQ,PHX
1302145,0,229,STL,IND
1302145,0,395,BNA,MDW
1302145,38,333,ONT,SJC
1302150,32,197,FLL,TPA
1302155,3,293,DAL,LBB
1302205,27,337,LAX,OAK
1302215,0,528,AUS,ELP
1302215,55,246,ELP,MAF
1302216,140,333,SJC,ONT
1302220,8,389,ONT,SMF
1302220,9,423,OMA,MDW
1302222,17,325,PHX,ONT
1302224,121,308,LAX,SJC
1302235,12,304,PHX,SAN
1302235,43,480,SMF,SAN
1302247,60,670,BNA,HOU
1302253,53,224,SEA,GEG
1302254,27,370,PHX,LAX
1302255,0,251,STL,MDW
1302315,0,325,PHX,ONT
1302332,135,197,ONT,LAS
1302337,103,417,SJC,SAN
1310530,1,370,LAX,PHX
1310530,3,337,LAX,OAK
1310600,0,405,MCI,MDW
1310610,2,188,RNO,SJC
1310610,3,453,TUL,HOU
1310612,4,256,LAS,PHX
1310615,0,491,BNA,MCI
1310615,2,197,FLL,TPA
1310620,5,283,BDL,BWI
1310625,0,328,ABQ,PHX
1310625,0,447,SAN,SFO
1310625,0,480,SMF,SAN
1310625,10,377,MHT,BWI
1310625,22,220,ISP,BWI
1310625,4,251,MDW,STL
1310625,6,368,SLC,LAS
1310625,8,689,SLC,SEA
1310630,0,181,DAL,OKC
1310630,0,197,TPA,FLL
1310630,0,217,IAH,DAL
1310630,0,239,HOU,DAL
1310630,0,308,LAX,SJC
1310630,0,370,PHX,LAX
1310630,0,407,OAK,LAS
1310630,0,437,DAL,MSY
1310630,0,487,TPA,MSY
1310630,1,345,RNO,LAS
1310630,1,872,AUS,PHX
1310630,10,543,OAK,PDX
1310630,11,288,ALB,BWI
1310630,12,304,SAN,PHX
1310630,12,570,BHM,HOU
1310630,12,842,PVD,MDW
1310630,14,670,BNA,HOU
1310630,17,495,BWI,SDF
1310630,2,562,DAL,ELP
1310630,3,325,PHX,ONT
1310630,30,588,BWI,BNA
1310630,4,180,JAX,TPA
1310630,4,397,SMF,LAS
1310630,5,324,AMA,DAL
1310630,6,480,SAN,SMF
1310630,62,682,BWI,BHM
1310630,7,359,JAN,HOU
1310635,0,256,PHX,LAS
1310635,0,417,SAN,SJC
1310640,0,446,SAN,OAK
1310640,22,737,BWI,STL
1310640,9,188,SJC,RNO
1310645,0,777,BDL,MDW
1310645,15,178,MCO,FLL
1310645,2,647,SMF,PHX
1310645,23,314,BWI,CLE
1310645,3,296,SJC,BUR
1310645,5,390,LAX,RNO
1310650,0,333,SJC,ONT
1310650,0,550,MCO,MSY
1310650,0,938,MHT,BNA
1310650,5,328,PVD,BWI
1310655,0,1481,PDX,MCI
1310655,0,1591,IND,LAS
1310655,0,187,CRP,HOU
1310655,3,328,PHX,ABQ
1310655,3,342,SJC,SNA
1310658,12,588,BNA,BWI
1310700,0,256,PHX,LAS
1310700,0,307,CLE,MDW
1310700,0,307,MDW,CLE
1310700,0,358,BUR,SMF
1310700,0,370,PHX,LAX
1310700,0,423,OMA,MDW
1310700,2,296,BUR,SJC
1310700,2,407,OAK,LAS
1310700,3,337,LAX,OAK
1310700,4,248,DAL,SAT
1310700,5,239,DAL,HOU
1310700,7,1506,SDF,PHX
1310700,8,457,DTW,BNA
1310700,9,1090,AUS,LAS
1310705,0,142,PBI,MCO
1310705,0,296,LIT,DAL
1310705,0,443,RDU,BNA
1310705,0,671,OAK,SEA
1310705,6,223,BUR,LAS
1310705,6,588,OAK,SLC
1310705,8,325,BUR,OAK
1310710,4,271,SDF,MDW
1310710,5,2277,PVD,PHX
1310710,7,2106,BWI,LAS
1310715,0,377,MHT,BWI
1310715,30,842,BWI,TPA
1310715,38,967,BWI,MCI
1310715,4,405,MCI,MDW
1310715,8,318,JAX,FLL
1310717,14,303,MSY,HOU
1310719,19,386,SJC,LAS
1310720,0,325,PHX,ONT
1310720,8,479,SMF,PDX
1310725,0,1076,TUL,LAS
1310725,0,294,MAF,AUS
1310725,0,308,LAX,SJC
1310725,0,758,AMA,LAS
1310725,0,935,PHX,TUL
1310725,1,308,SJC,LAX
1310725,10,866,LAS,SEA
1310725,12,611,BWI,MDW
1310725,2,328,PHX,ABQ
1310725,3,192,HOU,SAT
1310725,4,304,SAN,PHX
1310730,13,787,BWI,MCO
1310730,3,288,ALB,BWI
1310735,0,1497,TPA,ABQ
1310735,0,294,AUS,MAF
1310735,1,303,MSY,HOU
1310735,10,220,BWI,ISP
1310735,13,1073,PVD,MCO
1310735,14,852,BDL,BNA
1310735,2,1011,BUF,MCO
1310738,12,1489,OAK,MCI
1310740,0,347,ELP,PHX
1310740,0,462,STL,OKC
1310740,32,904,RDU,MCI
1310740,4,437,MSY,DAL
1310740,4,587,TPA,RDU
1310740,7,248,DAL,SAT
1310742,39,448,CLE,BNA
1310745,0,187,HOU,CRP
1310745,0,189,AUS,DAL
1310745,0,197,FLL,TPA
1310745,0,283,BDL,BWI
1310745,23,229,STL,IND
1310745,54,487,TPA,MSY
1310745,8,1455,BHM,PHX
1310745,8,293,DAL,LBB
1310748,5,271,MDW,SDF
1310749,8,189,DAL,AUS
1310750,0,174,PBI,TPA
1310750,0,254,STL,SDF
1310750,3,220,ISP,BWI
1310750,3,351,STL,TUL
1310750,4,344,PDX,BOI
1310750,6,108,PVD,ISP
1310754,17,177,BNA,BHM
1310755,0,358,BUR,SMF
1310755,14,972,ISP,MCO
1310755,2,1262,STL,PHX
1310755,3,197,TPA,FLL
1310755,3,569,SJC,PDX
1310755,4,419,OKC,HOU
1310755,5,192,HOU,SAT
1310755,7,276,HOU,HRL
1310800,0,239,DAL,HOU
1310800,0,251,STL,MDW
1310800,0,289,LBB,ABQ
1310800,0,989,MDW,MCO
1310800,15,1162,RDU,AUS
1310800,3,422,RNO,SLC
1310800,4,407,OAK,LAS
1310800,6,487,LAS,ABQ
1310800,7,325,ONT,PHX
1310800,9,883,PBI,BWI
1310803,17,229,MDW,DTW
1310805,2,178,FLL,MCO
1310805,2,288,BWI,ALB
1310805,4,1073,ALB,MCO
1310805,5,338,CMH,BNA
1310806,17,997,MDW,TPA
1310810,1,304,PHX,SAN
1310810,5,367,SAN,TUS
1310812,7,284,MDW,CMH
1310813,32,1797,BNA,LAX
1310815,0,223,TUL,MCI
1310815,0,248,SAT,DAL
1310815,0,324,DAL,AMA
1310815,22,1999,BWI,PHX
1310815,32,1407,BWI,SAT
1310815,5,1020,HOU,PHX
1310815,5,162,IND,MDW
1310815,5,319,DAL,MAF
1310820,0,405,MCI,MDW
1310820,0,580,DAL,ABQ
1310820,10,335,RNO,BOI
1310820,12,550,MCO,MSY
1310820,14,588,BWI,BNA
1310820,27,180,TPA,JAX
1310820,3,1044,MCI,PHX
1310820,8,321,MSY,BHM
1310825,0,162,MDW,IND
1310825,10,888,BWI,JAN
1310825,2,328,PVD,BWI
1310825,32,612,BNA,TPA
1310826,3,223,LAS,BUR
1310830,0,307,CLE,MDW
1310830,3,1234,PVD,MCI
1310830,5,646,OAK,PHX
1310830,5,872,PHX,AUS
1310835,0,1444,MDW,PHX
1310835,0,347,PHX,ELP
1310835,2,279,PDX,GEG
1310835,3,361,OAK,ONT
1310837,20,342,SNA,SJC
1310839,12,440,STL,DTW
1310840,0,318,JAX,FLL
1310840,0,480,SAN,SMF
1310840,2,453,HOU,TUL
1310840,3,254,SDF,STL
1310840,4,1069,SAT,LAS
1310840,5,224,GEG,SEA
1310844,38,562,DAL,ELP
1310845,0,148,AUS,HOU
1310845,13,313,OKC,MCI
1310845,3,325,OAK,BUR
1310845,5,323,SDF,BHM
1310845,8,1142,MHT,MCO
1310848,1,229,DTW,MDW
1310849,18,670,BNA,HOU
1310850,0,189,DAL,AUS
1310850,0,251,STL,MDW
1310850,0,765,MDW,ISP
1310850,4,484,BNA,JAX
1310850,9,321,BHM,MSY
1310852,10,588,OAK,SLC
1310853,40,1588,BNA,LAS
1310855,10,859,ISP,JAX
1310855,20,325,PHX,ONT
1310855,20,605,SMF,SEA
1310855,28,697,SJC,SEA
1310855,3,233,SAT,HRL
1310855,4,189,AUS,DAL
1310900,0,248,DAL,SAT
1310900,0,338,BNA,CMH
1310900,0,370,PHX,LAX
1310900,1,937,MDW,HOU
1310900,22,580,ABQ,DAL
1310900,3,181,DAL,OKC
1310900,4,239,DAL,HOU
1310900,4,395,MDW,BNA
1310900,5,1624,LAS,SDF
1310905,0,296,LIT,DAL
1310905,15,487,MSY,TPA
1310905,2,687,STL,HOU
1310905,3,192,HOU,SAT
1310905,3,254,STL,SDF
1310905,9,528,AUS,ELP
1310906,29,1034,ISP,TPA
1310907,12,1090,LAS,AUS
1310908,1,370,LAX,PHX
1310910,0,347,ELP,PHX
1310910,0,570,BHM,HOU
1310910,0,616,BNA,MCO
1310910,12,487,TPA,MSY
1310910,7,1442,SMF,MCI
1310914,0,304,SAN,PHX
1310915,10,197,FLL,TPA
1310915,3,407,OAK,LAS
1310915,7,829,CMH,TPA
1310920,1,446,OAK,SAN
1310920,3,543,OAK,PDX
1310920,7,588,BWI,BNA
1310925,0,288,ALB,BWI
1310925,10,361,ONT,OAK
1310925,15,337,LAX,OAK
1310925,3,224,SEA,GEG
1310930,0,1977,BNA,SEA
1310930,0,239,HOU,DAL
1310930,0,314,CLE,BWI
1310930,0,935,TUL,PHX
1310930,18,1751,BNA,ONT
1310930,22,1137,PVD,TPA
1310930,3,239,DAL,HOU
1310930,3,283,BDL,BWI
1310930,3,307,MDW,CLE
1310935,0,1262,PHX,STL
1310935,23,671,OAK,SEA
1310935,3,369,BUR,PHX
1310935,4,319,DAL,MAF
1310937,40,303,MSY,HOU
1310939,4,223,MCI,TUL
1310940,14,471,BNA,MSY
1310941,3,325,BUR,OAK
1310943,0,2106,LAS,BWI
1310943,35,223,ELP,ABQ
1310945,0,148,AUS,HOU
1310945,11,370,PHX,LAX
1310945,2,324,DAL,AMA
1310945,6,663,BWI,JAX
1310947,0,520,LAS,BOI
1310947,7,1044,MCI,PHX
1310950,0,1363,MCI,LAX
1310950,14,513,JAX,MSY
1310950,19,1301,MSY,PHX
1310954,9,1489,MCI,SEA
1310955,10,174,PBI,TPA
1310959,3,714,ELP,LAX
1311000,0,513,MSY,JAX
1311004,11,293,DAL,LBB
1311005,0,441,HOU,MAF
1311005,0,677,ABQ,LAX
1311005,10,1999,BWI,PHX
1311006,0,337,LAX,OAK
1311008,8,197,ONT,LAS
1311009,8,727,SDF,TPA
1311010,0,1262,STL,PHX
1311010,0,178,FLL,MCO
1311010,0,192,HOU,SAT
1311010,0,220,ISP,BWI
1311010,0,361,OAK,ONT
1311010,0,528,AUS,ELP
1311010,3,303,MSY,HOU
1311010,3,308,LAX,SJC
1311010,5,1107,PHX,SEA
1311013,31,479,SMF,PDX
1311015,0,1037,OMA,PHX
1311015,0,223,TUL,MCI
1311015,6,187,HOU,CRP
1311015,8,386,SJC,LAS
1311017,5,237,MCI,STL
1311020,0,377,MHT,BWI
1311020,0,443,RDU,BNA
1311020,15,229,IND,STL
1311020,5,359,JAN,HOU
1311020,9,229,DTW,MDW
1311023,17,1040,MCO,SAT
1311025,0,288,ALB,BWI
1311025,0,480,SMF,SAN
1311025,0,889,OAK,ABQ
1311025,2,162,MDW,IND
1311028,18,197,TPA,FLL
1311030,0,239,DAL,HOU
1311030,2,328,PHX,ABQ
1311030,5,802,CMH,MCO
1311031,13,342,SJC,SNA
1311035,0,1262,PHX,STL
1311035,8,296,LIT,DAL
1311036,0,303,MSY,HOU
1311038,14,397,SMF,LAS
1311040,0,328,ABQ,PHX
1311040,0,345,RNO,LAS
1311040,0,440,DTW,STL
1311040,10,708,IND,MSY
1311040,11,1180,ABQ,SEA
1311040,30,370,LAX,PHX
1311040,7,405,MDW,MCI
1311042,4,239,HOU,DAL
1311045,0,758,BNA,PBI
1311045,15,370,LAX,PHX
1311045,3,287,BOI,GEG
1311045,5,276,HOU,HRL
1311045,5,787,BWI,MCO
1311045,8,453,TUL,HOU
1311046,10,612,BNA,TPA
1311048,0,1588,BNA,LAS
1311048,18,997,TPA,MDW
1311050,0,223,BUR,LAS
1311050,0,342,SNA,SJC
1311050,20,224,GEG,SEA
1311050,5,181,DAL,OKC
1311050,5,236,LAX,LAS
1311052,4,325,OAK,BUR
1311055,38,883,BWI,PBI
1311056,20,543,OAK,PDX
1311057,14,714,LAX,ELP
1311057,28,580,ABQ,DAL
1311058,0,256,PHX,LAS
1311100,1,332,MAF,ABQ
1311100,3,351,TUL,STL
1311100,5,451,LAX,TUS
1311105,0,239,HOU,DAL
1311105,0,621,SJC,PHX
1311105,14,1050,BDL,MCO
1311105,14,1342,BWI,AUS
1311105,2,1246,BWI,HOU
1311105,24,564,RNO,SEA
1311105,3,611,BWI,MDW
1311110,22,1073,PVD,MCO
1311110,4,487,CLE,STL
1311110,5,1020,PHX,HOU
1311114,3,237,DAL,TUL
1311115,0,325,OAK,BUR
1311115,1,666,MDW,JAN
1311115,17,399,BOI,SEA
1311115,4,197,ONT,LAS
1311115,5,448,CLE,BNA
1311116,0,341,LBB,AUS
1311116,22,671,OAK,SEA
1311117,7,925,BWI,FLL
1311119,6,491,BNA,MCI
1311120,10,217,DAL,IAH
1311120,10,866,SEA,LAS
1311120,13,248,DAL,SAT
1311120,25,337,LAX,OAK
1311125,0,328,ABQ,PHX
1311125,0,580,DAL,ABQ
1311125,23,174,TPA,PBI
1311125,3,307,MDW,CLE
1311126,3,457,DTW,BNA
1311128,0,386,LAS,SJC
1311130,0,1848,MCO,PHX
1311130,0,440,STL,DTW
1311130,11,487,STL,CLE
1311130,12,934,ABQ,STL
1311130,4,271,SDF,MDW
1311130,6,588,OAK,SLC
1311130,7,584,LAS,ELP
1311132,15,496,SAT,ELP
1311132,51,223,LAS,BUR
1311135,0,397,LAS,SMF
1311135,18,1999,BWI,PHX
1311135,5,239,DAL,HOU
1311136,0,471,MSY,BNA
1311140,13,687,STL,HOU
1311140,2,775,LBB,LAS
1311140,35,612,TPA,BNA
1311140,4,251,STL,MDW
1311140,5,714,LAX,ELP
1311140,5,723,OAK,GEG
1311140,9,967,BWI,MCI
1311143,30,677,HOU,ELP
1311145,0,370,PHX,LAX
1311145,5,276,HOU,HRL
1311145,5,328,PHX,ABQ
1311145,9,407,OAK,LAS
1311148,0,671,SEA,OAK
1311150,0,390,LAX,RNO
1311150,0,423,OMA,MDW
1311150,20,197,FLL,TPA
1311150,3,180,JAX,TPA
1311150,7,1444,PHX,MDW
1311150,9,328,PVD,BWI
1311151,14,543,PDX,OAK
1311155,12,605,SMF,SEA
1311155,28,303,HOU,MSY
1311155,5,397,SMF,LAS
1311158,14,1156,SLC,STL
1311200,0,1044,PHX,MCI
1311200,12,1479,SJC,MCI
1311200,16,371,SNA,OAK
1311200,17,281,BUF,BWI
1311200,2,162,IND,MDW
1311200,3,324,DAL,AMA
1311200,6,495,BWI,SDF
1311205,0,258,SAN,LAS
1311205,2,197,TPA,FLL
1311205,22,997,TPA,MDW
1311205,8,347,PHX,ELP
1311205,9,737,BWI,STL
1311210,0,239,HOU,DAL
1311210,7,313,MCI,OKC
1311211,33,487,TPA,MSY
1311212,8,224,SEA,GEG
1311214,17,588,BWI,BNA
1311215,0,251,STL,MDW
1311215,0,273,AUS,HRL
1311215,0,279,PDX,GEG
1311215,0,636,SAN,ELP
1311215,25,938,MHT,BNA
1311215,3,1140,LAS,MCI
1311215,3,223,ELP,ABQ
1311215,3,718,ABQ,MCI
1311215,4,616,BNA,MCO
1311215,6,852,BDL,BNA
1311215,8,803,ISP,BNA
1311217,23,670,BNA,HOU
1311220,0,187,HOU,CRP
1311220,0,293,DAL,LBB
1311220,3,197,ONT,LAS
1311222,12,1069,LAS,SAT
1311223,0,236,LAX,LAS
1311225,0,1262,STL,PHX
1311225,0,689,SEA,SLC
1311225,1,255,BWI,RDU
1311227,10,256,PHX,LAS
1311230,0,239,DAL,HOU
1311230,1,189,DAL,AUS
1311230,3,251,MDW,STL
1311235,0,358,BUR,SMF
1311235,1,321,BHM,MSY
1311235,5,587,RDU,TPA
1311235,8,564,RNO,SEA
1311235,8,611,BWI,MDW
1311238,21,174,PBI,TPA
1311240,0,829,TPA,CMH
1311240,1,484,JAX,BNA
1311240,10,828,IND,MCO
1311240,11,989,MDW,MCO
1311240,26,256,LAS,PHX
1311240,3,148,AUS,HOU
1311240,7,621,SJC,PHX
1311245,0,178,FLL,MCO
1311245,0,446,OAK,SAN
1311245,0,479,PDX,SMF
1311245,1,304,PHX,SAN
1311245,27,1137,PVD,TPA
1311245,9,248,SAT,DAL
1311246,35,325,BUR,OAK
1311246,5,843,SAT,PHX
1311250,0,762,LAS,PDX
1311250,3,276,HOU,HRL
1311250,8,590,LAX,SLC
1311252,17,687,STL,HOU
1311252,9,1034,TPA,ISP
1311254,15,1797,BNA,LAX
1311255,0,1977,SEA,BNA
1311255,0,447,SFO,SAN
1311255,13,1093,ISP,FLL
1311255,22,347,ELP,PHX
1311255,43,697,SEA,SJC
1311300,0,239,HOU,DAL
1311300,0,308,SJC,LAX
1311300,4,189,DAL,AUS
1311300,4,276,HRL,HOU
1311300,40,377,BWI,MHT
1311305,18,487,MSY,TPA
1311305,2,283,BDL,BWI
1311305,28,386,SJC,LAS
1311310,0,580,DAL,ABQ
1311310,5,178,MCO,FLL
1311313,30,180,TPA,JAX
1311313,7,370,LAX,PHX
1311314,8,337,LAX,OAK
1311315,0,307,CLE,MDW
1311315,0,318,FLL,JAX
1311315,0,550,MSY,MCO
1311315,15,258,SAN,LAS
1311315,2,453,TUL,HOU
1311315,3,296,LIT,DAL
1311315,37,869,TPA,STL
1311315,7,507,PHX,SLC
1311315,9,328,PVD,BWI
1311315,9,333,SJC,ONT
1311318,3,256,PHX,LAS
1311320,0,237,MCI,STL
1311320,0,389,SMF,ONT
1311320,1,303,HOU,MSY
1311320,10,197,FLL,TPA
1311320,30,1301,PHX,MSY
1311320,32,248,DAL,SAT
1311320,5,224,GEG,SEA
1311325,0,448,BNA,CLE
