date,delay,distance,origin,destination
1071110,0,251,MDW,STL
1071110,0,487,CLE,STL
1071110,18,345,LAS,RNO
1071110,30,328,PHX,ABQ
1071111,3,321,MSY,BHM
1071112,30,919,SLC,MCI
1071112,5,256,LAS,PHX
1071114,2,223,ABQ,ELP
1071115,0,189,DAL,AUS
1071115,0,248,SAT,DAL
1071116,22,224,GEG,SEA
1071118,1,1246,BWI,HOU
1071119,18,197,LAS,ONT
1071120,2,528,ELP,AUS
1071120,4,217,DAL,IAH
1071122,30,239,DAL,HOU
1071123,5,451,LAX,TUS
1071123,7,325,OAK,BUR
1071123,9,677,HOU,ELP
1071124,9,1020,PHX,HOU
1071125,0,543,PDX,OAK
1071125,5,368,LAS,SLC
1071125,5,457,DTW,BNA
1071125,7,584,LAS,ELP
1071126,4,666,MDW,JAN
1071127,32,714,LAX,ELP
1071129,10,223,TUL,MCI
1071130,11,444,PDX,RNO
1071130,12,197,FLL,TPA
1071130,14,386,LAS,SJC
1071130,2,328,ABQ,PHX
1071130,5,359,HOU,JAN
1071133,2,471,MSY,BNA
1071135,10,342,STL,OMA
1071135,17,248,DAL,SAT
1071135,8,283,BWI,BDL
1071136,7,148,HOU,AUS
1071137,12,308,LAX,SJC
1071137,37,369,PHX,BUR
1071140,0,371,OAK,SNA
1071140,0,491,BNA,MCI
1071140,11,318,JAX,FLL
1071140,12,296,SJC,BUR
1071140,15,178,MCO,FLL
1071140,20,370,PHX,LAX
1071140,4,251,STL,MDW
1071140,9,256,PHX,LAS
1071144,36,369,BUR,PHX
1071145,0,389,ONT,SMF
1071145,0,443,BNA,RDU
1071145,5,1999,PHX,BWI
1071145,7,1444,PHX,MDW
1071145,8,371,SNA,OAK
1071146,27,187,CRP,HOU
1071147,1,405,MCI,MDW
1071148,13,276,HOU,HRL
1071149,31,328,PHX,ABQ
1071150,0,319,DAL,MAF
1071150,2,328,PVD,BWI
1071150,4,1479,SJC,MCI
1071150,4,304,PHX,SAN
1071150,7,417,SAN,SJC
1071152,10,677,ABQ,LAX
1071152,5,1671,LAX,MSY
1071153,35,647,PHX,SMF
1071154,12,319,MAF,DAL
1071155,18,370,LAX,PHX
1071155,3,487,STL,CLE
1071155,5,423,OMA,MDW
1071157,3,304,SAN,PHX
1071158,9,419,HOU,OKC
1071200,0,239,HOU,DAL
1071200,14,1073,MCO,ALB
1071200,20,405,MDW,MCI
1071200,47,651,PHX,SFO
1071200,50,325,PHX,ONT
1071200,62,447,SAN,SFO
1071200,68,108,ISP,PVD
1071202,4,677,LAX,ABQ
1071204,13,181,OKC,DAL
1071204,52,287,GEG,BOI
1071205,0,223,BUR,LAS
1071205,0,276,HRL,HOU
1071205,0,325,BUR,OAK
1071205,11,296,DAL,LIT
1071205,12,487,TPA,MSY
1071205,32,417,SJC,SAN
1071205,7,325,ONT,PHX
1071207,14,188,RNO,SJC
1071207,30,325,BUR,OAK
1071208,26,967,BWI,MCI
1071210,0,223,ELP,ABQ
1071210,0,393,HOU,LIT
1071210,0,872,AUS,PHX
1071210,2,192,SAT,HOU
1071210,2,347,PHX,ELP
1071210,3,337,OAK,LAX
1071210,37,588,OAK,SLC
1071210,4,1099,LAS,OMA
1071210,7,313,MCI,OKC
1071212,6,495,BWI,SDF
1071213,14,180,JAX,TPA
1071213,16,303,HOU,MSY
1071214,11,714,LAX,ELP
1071214,4,389,SMF,ONT
1071214,4,670,BNA,HOU
1071215,0,197,LAS,ONT
1071215,14,162,IND,MDW
1071215,20,1235,HOU,LAS
1071215,27,1156,SLC,STL
1071217,13,663,BWI,JAX
1071217,5,407,LAS,OAK
1071218,12,373,SMF,LAX
1071218,3,390,LAX,RNO
1071218,5,256,LAS,PHX
1071220,0,229,DTW,MDW
1071220,10,296,SJC,BUR
1071220,2,256,PHX,LAS
1071220,2,293,LBB,DAL
1071220,2,478,MCO,BHM
1071220,5,258,SAN,LAS
1071221,10,588,BWI,BNA
1071222,19,277,ABQ,AMA
1071222,9,323,SDF,BHM
1071224,0,361,OAK,ONT
1071224,6,611,MDW,BWI
1071224,8,446,SAN,OAK
1071225,0,236,LAX,LAS
1071225,0,480,SMF,SAN
1071225,10,496,ELP,SAT
1071225,14,689,SEA,SLC
1071225,15,1069,LAS,SAT
1071228,11,377,BWI,MHT
1071229,1,323,BHM,SDF
1071230,0,189,DAL,AUS
1071230,0,239,DAL,HOU
1071230,0,256,LAS,PHX
1071230,0,737,BWI,STL
1071230,12,1044,PHX,MCI
1071230,12,342,SJC,SNA
1071230,4,333,ONT,SJC
1071230,5,148,AUS,HOU
1071230,5,370,PHX,LAX
1071232,14,279,PDX,GEG
1071232,8,708,MSY,IND
1071234,32,697,SEA,SJC
1071235,0,189,AUS,DAL
1071235,0,395,BNA,MDW
1071235,0,423,MDW,OMA
1071235,2,570,HOU,BHM
1071235,4,321,BHM,MSY
1071239,2,370,LAX,PHX
1071240,0,828,IND,MCO
1071240,13,345,RNO,LAS
1071240,5,358,SMF,BUR
1071240,9,843,SAT,PHX
1071242,2,358,BUR,SMF
1071242,8,255,BWI,RDU
1071242,9,405,MCI,MDW
1071244,11,347,ELP,PHX
1071244,16,367,TUS,SAN
1071244,7,803,BNA,ISP
1071245,2,192,HOU,SAT
1071245,2,217,IAH,DAL
1071245,22,1262,PHX,STL
1071245,40,373,LAX,SMF
1071245,47,361,ONT,OAK
1071246,31,197,ONT,LAS
1071247,3,1164,SAN,AUS
1071248,54,108,PVD,ISP
1071250,15,248,SAT,DAL
1071250,2,304,PHX,SAN
1071250,23,293,DAL,LBB
1071250,32,187,HOU,CRP
1071252,3,446,OAK,SAN
1071255,30,480,SAN,SMF
1071255,4,344,BOI,PDX
1071255,5,484,JAX,BNA
1071256,25,239,HOU,DAL
1071258,8,562,ELP,DAL
1071300,0,1069,SAT,LAS
1071300,0,1301,PHX,MSY
1071300,10,869,TPA,STL
1071300,24,178,FLL,MCO
1071300,4,361,OAK,ONT
1071300,6,239,DAL,HOU
1071303,2,632,MDW,RDU
1071303,5,217,DAL,IAH
1071305,33,590,LAX,SLC
1071308,25,276,HOU,HRL
1071310,0,319,MAF,DAL
1071310,10,580,DAL,ABQ
1071310,4,283,BDL,BWI
1071310,7,345,RNO,LAS
1071310,7,369,PHX,BUR
1071312,0,370,PHX,LAX
1071312,5,342,OMA,STL
1071313,5,276,HRL,HOU
1071313,5,370,LAX,PHX
1071315,0,318,FLL,JAX
1071315,0,453,TUL,HOU
1071318,10,872,PHX,AUS
1071318,18,303,MSY,HOU
1071318,4,296,LIT,DAL
1071319,18,507,PHX,SLC
1071320,0,1137,TPA,PVD
1071320,0,303,HOU,MSY
1071320,11,342,SNA,SJC
1071320,25,308,SJC,LAX
1071320,7,180,TPA,JAX
1071323,32,386,SJC,LAS
1071323,6,405,MDW,MCI
1071324,2,258,SAN,LAS
1071325,10,180,OAK,RNO
1071325,10,484,BNA,JAX
1071325,12,367,SAN,TUS
1071325,3,197,FLL,TPA
1071325,4,236,LAX,LAS
1071325,68,803,ISP,BNA
1071327,13,1136,PHX,LIT
1071327,32,590,SLC,LAX
1071330,0,324,AMA,DAL
1071330,10,224,GEG,SEA
1071330,17,239,DAL,HOU
1071330,27,647,SMF,PHX
1071330,3,689,SLC,SEA
1071330,60,1034,TPA,ISP
1071330,9,389,SMF,ONT
1071332,28,333,SJC,ONT
1071333,10,344,PDX,BOI
1071333,4,756,BNA,AUS
1071334,11,313,OKC,MCI
1071335,0,325,OAK,BUR
1071335,0,395,BNA,MDW
1071335,0,480,SMF,SAN
1071335,14,308,LAX,SJC
1071335,15,359,JAN,HOU
1071335,2,677,ABQ,LAX
1071335,3,325,BUR,OAK
1071336,21,370,PHX,LAX
1071336,38,328,ABQ,PHX
1071336,7,1020,HOU,PHX
1071338,0,361,ONT,OAK
1071338,28,1093,ISP,FLL
1071338,29,651,SFO,PHX
1071338,7,487,MSY,TPA
1071340,0,337,OAK,LAX
1071340,18,181,DAL,OKC
1071340,18,417,SJC,SAN
1071340,3,197,TPA,FLL
1071340,4,460,TPA,BHM
1071340,6,307,MDW,CLE
1071342,4,588,BWI,BNA
1071343,24,304,SAN,PHX
1071345,0,197,ONT,LAS
1071345,2,1090,AUS,LAS
1071345,5,303,HOU,MSY
1071345,68,447,SAN,SFO
1071345,7,714,LAX,ELP
1071346,11,371,OAK,SNA
1071346,4,258,LAS,SAN
1071346,7,197,LAS,ONT
1071347,5,562,ELP,DAL
1071347,87,325,PHX,ONT
1071350,0,611,BWI,MDW
1071350,15,279,GEG,PDX
1071350,7,223,BUR,LAS
1071350,9,276,HOU,HRL
1071352,21,718,MCI,ABQ
1071352,28,646,OAK,PHX
1071355,10,407,LAS,OAK
1071355,14,373,LAX,SMF
1071355,3,332,ABQ,MAF
1071355,32,187,CRP,HOU
1071355,4,496,SAT,ELP
1071355,7,358,BUR,SMF
1071358,8,335,RNO,BOI
1071400,0,239,HOU,DAL
1071400,0,397,SMF,LAS
1071400,0,453,TUL,HOU
1071400,10,1235,LAS,HOU
1071400,13,308,LAX,SJC
1071400,2,189,AUS,DAL
1071400,36,417,SAN,SJC
1071400,4,188,SJC,RNO
1071400,5,1363,LAX,MCI
1071400,7,239,DAL,HOU
1071403,1,368,SLC,LAS
1071403,2,543,PDX,OAK
1071403,34,236,LAS,LAX
1071403,5,304,PHX,SAN
1071404,22,451,LAX,TUS
1071405,0,192,HOU,SAT
1071405,2,907,PVD,BNA
1071405,30,293,LBB,DAL
1071405,36,368,LAS,SLC
1071405,72,447,SFO,SAN
1071405,8,248,SAT,DAL
1071406,0,829,CMH,TPA
1071407,6,361,OAK,ONT
1071407,8,256,PHX,LAS
1071408,0,534,RDU,MCO
1071408,18,296,DAL,LIT
1071410,15,187,HOU,CRP
1071410,2,148,AUS,HOU
1071410,2,284,MDW,CMH
1071410,3,1301,MSY,PHX
1071410,5,178,FLL,MCO
1071410,9,1166,MDW,FLL
1071412,13,377,MHT,BWI
1071412,42,335,BOI,RNO
1071414,10,303,MSY,HOU
1071414,12,872,AUS,PHX
1071415,0,457,BNA,DTW
1071415,22,562,DAL,ELP
1071417,5,528,ELP,AUS
1071418,3,621,PHX,SJC
1071418,77,361,ONT,OAK
1071418,8,451,TUS,LAX
1071419,14,580,ABQ,DAL
1071419,7,254,SDF,STL
1071420,0,628,SAN,ABQ
1071420,15,371,SNA,OAK
1071420,20,296,BUR,SJC
1071420,25,337,OAK,LAX
1071420,32,1037,PHX,OMA
1071420,4,407,LAS,OAK
1071420,8,405,MDW,MCI
1071421,14,677,LAX,ABQ
1071422,5,440,DTW,STL
1071424,19,616,MCO,BNA
1071425,0,405,MCI,MDW
1071425,13,491,MCI,BNA
1071425,24,276,HRL,HOU
1071428,35,328,PHX,ABQ
1071430,12,318,JAX,FLL
1071430,2,239,DAL,HOU
1071430,2,239,HOU,DAL
1071431,10,480,SMF,SAN
1071432,0,1050,MCO,BDL
1071432,5,480,SAN,SMF
1071433,26,277,AMA,ABQ
1071433,8,256,LAS,PHX
1071435,0,389,ONT,SMF
1071435,0,587,TPA,RDU
1071435,10,358,SMF,BUR
1071435,17,511,OAK,BOI
1071435,3,318,FLL,JAX
1071436,36,390,RNO,LAX
1071437,36,677,ELP,HOU
1071437,55,447,SAN,SFO
1071439,0,852,BNA,BDL
1071439,13,258,LAS,SAN
1071440,0,325,OAK,BUR
1071440,0,479,PDX,SMF
1071440,0,584,ELP,LAS
1071440,1,288,BWI,ALB
1071440,14,304,PHX,SAN
1071440,3,304,SAN,PHX
1071440,45,1489,OAK,MCI
1071440,8,236,LAS,LAX
1071440,8,303,HOU,MSY
1071442,14,1262,PHX,STL
1071442,52,373,SMF,LAX
1071443,7,248,DAL,SAT
1071446,14,307,CLE,MDW
1071449,4,682,BWI,BHM
1071450,0,580,DAL,ABQ
1071450,23,422,RNO,SLC
1071450,25,181,OKC,DAL
1071450,35,337,LAX,OAK
1071450,88,220,ISP,BWI
1071453,28,328,ABQ,PHX
1071454,14,351,STL,TUL
1071455,0,399,SEA,BOI
1071455,0,938,BNA,MHT
1071455,12,237,MCI,STL
1071455,5,1009,PHX,PDX
1071457,2,688,JAX,IND
1071457,37,479,SMF,PDX
1071458,14,1246,HOU,BWI
1071500,10,345,LAS,RNO
1071500,12,271,SDF,MDW
1071500,22,671,SEA,OAK
1071500,28,370,PHX,LAX
1071500,38,223,MCI,TUL
1071500,5,308,LAX,SJC
1071500,7,328,PVD,BWI
1071503,1,325,ONT,PHX
1071503,8,605,SEA,SMF
1071505,1,328,ABQ,PHX
1071505,25,251,MDW,STL
1071505,29,370,LAX,PHX
1071506,12,1864,SLC,BWI
1071507,0,281,BUF,BWI
1071507,10,697,SJC,SEA
1071508,0,223,LAS,BUR
1071509,2,337,LAX,OAK
1071510,0,248,DAL,SAT
1071510,0,276,HRL,HOU
1071510,10,843,PHX,SAT
1071510,19,1073,ALB,MCO
1071510,30,276,HOU,HRL
1071510,30,342,SJC,SNA
1071510,45,651,PHX,SFO
1071510,55,1999,PHX,BWI
1071512,14,313,MCI,OKC
1071512,2,229,STL,IND
1071512,4,148,HOU,AUS
1071513,21,628,ABQ,SAN
1071513,7,487,LAS,ABQ
1071514,59,670,BNA,HOU
1071514,8,550,MSY,MCO
1071515,17,407,LAS,OAK
1071515,20,569,PDX,SJC
1071515,33,308,SJC,LAX
1071515,52,177,BNA,BHM
1071515,6,178,MCO,FLL
1071517,14,361,OAK,ONT
1071517,20,192,SAT,HOU
1071518,19,446,SAN,OAK
1071518,4,446,OAK,SAN
1071518,5,345,RNO,LAS
1071518,6,480,SAN,SMF
1071518,66,236,LAX,LAS
1071518,8,888,BWI,JAN
1071519,3,303,HOU,MSY
1071519,31,369,PHX,BUR
1071520,0,254,SDF,STL
1071520,0,296,DAL,LIT
1071520,10,187,HOU,CRP
1071520,2,423,OMA,MDW
1071520,3,543,PDX,OAK
1071520,4,843,SAT,PHX
1071522,11,714,ELP,LAX
1071522,19,496,ELP,SAT
1071522,28,333,ONT,SJC
1071523,30,239,HOU,DAL
1071523,48,447,SFO,SAN
1071525,0,534,MCO,RDU
1071525,0,564,SEA,RNO
1071525,17,296,LIT,DAL
1071525,25,677,HOU,ELP
1071525,45,437,DAL,MSY
1071525,5,373,SMF,LAX
1071526,0,377,BWI,MHT
1071528,23,291,SLC,BOI
1071529,28,570,MDW,BHM
1071530,0,1797,LAX,BNA
1071530,14,342,SNA,SJC
1071530,19,258,SAN,LAS
1071532,10,187,CRP,HOU
1071532,86,251,MDW,STL
1071535,0,347,ELP,PHX
1071535,13,395,MDW,BNA
1071535,21,325,OAK,BUR
1071535,25,251,MDW,STL
1071535,5,491,BNA,MCI
1071535,5,993,MCO,AUS
1071537,8,580,DAL,ABQ
1071539,0,337,LAX,OAK
1071540,0,666,MDW,JAN
1071540,24,188,SJC,RNO
1071540,3,368,SLC,LAS
1071542,5,258,LAS,SAN
1071542,7,347,PHX,ELP
1071545,0,324,AMA,DAL
1071545,11,162,IND,MDW
1071545,12,217,DAL,IAH
1071545,14,303,HOU,MSY
1071545,20,236,LAX,LAS
1071545,32,919,MCI,SLC
1071545,5,283,BDL,BWI
1071545,5,479,SMF,PDX
1071545,8,229,MDW,DTW
1071545,8,328,PVD,BWI
1071546,4,361,ONT,OAK
1071548,14,308,SJC,LAX
1071548,20,487,ABQ,LAS
1071549,13,239,HOU,DAL
1071550,0,319,DAL,MAF
1071550,0,440,STL,DTW
1071553,20,369,BUR,PHX
1071555,0,318,FLL,JAX
1071555,0,328,BWI,PVD
1071555,0,328,PHX,ABQ
1071555,2,223,BUR,LAS
1071555,20,417,SJC,SAN
1071555,24,239,DAL,HOU
1071555,8,520,BOI,LAS
1071556,2,407,OAK,LAS
1071558,10,321,TUS,ABQ
1071600,0,248,SAT,DAL
1071600,0,289,ABQ,LBB
1071600,0,872,PHX,AUS
1071600,12,446,SAN,OAK
1071600,25,419,HOU,OKC
1071600,5,258,LAS,SAN
1071600,7,588,BNA,BWI
1071600,78,417,SAN,SJC
1071602,0,487,CLE,STL
1071602,56,197,ONT,LAS
1071605,0,765,ISP,MDW
1071605,10,307,MDW,CLE
1071605,100,337,OAK,LAX
1071605,12,358,BUR,SMF
1071605,12,495,SDF,BWI
1071605,15,162,MDW,IND
1071606,26,236,LAX,LAS
1071607,27,370,LAX,PHX
1071608,8,271,MDW,SDF
1071608,9,337,LAX,OAK
1071610,12,303,MSY,HOU
1071610,24,251,STL,MDW
1071610,33,611,BWI,MDW
1071610,4,471,BNA,MSY
1071610,5,197,TPA,FLL
1071612,7,405,MCI,MDW
1071615,0,148,HOU,AUS
1071615,0,480,SMF,SAN
1071615,1,487,TPA,MSY
1071615,10,318,JAX,FLL
1071615,15,371,OAK,SNA
1071615,25,325,PHX,ONT
1071615,4,328,ABQ,PHX
1071615,8,570,BHM,HOU
1071616,13,337,OAK,LAX
1071616,33,651,SFO,PHX
1071617,11,304,SAN,PHX
1071617,12,229,DTW,MDW
1071618,38,237,TUL,DAL
1071619,35,507,PHX,SLC
1071620,0,287,BOI,GEG
1071620,10,1262,STL,PHX
1071620,10,361,OAK,ONT
1071620,12,237,MCI,STL
1071620,12,258,SAN,LAS
1071620,13,296,BUR,SJC
1071620,13,588,BWI,BNA
1071620,15,1618,BHM,LAS
1071620,3,1020,HOU,PHX
1071620,46,337,OAK,LAX
1071620,5,345,RNO,LAS
1071620,9,446,OAK,SAN
1071621,25,370,PHX,LAX
1071622,5,304,PHX,SAN
1071622,72,1034,ISP,TPA
1071623,74,842,BWI,TPA
1071625,10,308,SJC,LAX
1071625,10,351,TUL,STL
1071625,12,345,LAS,RNO
1071625,13,187,CRP,HOU
1071625,5,303,HOU,MSY
1071625,6,192,SAT,HOU
1071627,61,321,BHM,MSY
1071628,14,1448,PHX,BNA
1071628,25,256,PHX,LAS
1071629,44,590,SLC,LAX
1071630,0,440,DTW,STL
1071630,0,550,MCO,MSY
1071630,20,2237,LAS,ALB
1071630,34,239,DAL,HOU
1071630,39,276,HRL,HOU
1071630,44,447,SFO,SAN
1071630,62,220,ISP,BWI
1071632,10,935,TUL,PHX
1071633,18,397,LAS,SMF
1071634,15,389,SMF,ONT
1071635,47,1363,LAX,MCI
1071635,7,437,DAL,MSY
1071635,7,687,STL,HOU
1071635,8,178,FLL,MCO
1071637,4,570,MDW,BHM
1071638,2,423,MDW,OMA
1071638,3,1797,BNA,LAX
1071639,0,296,DAL,LIT
1071640,0,448,CLE,BNA
1071640,10,838,TPA,IND
1071640,16,677,ABQ,LAX
1071640,3,223,LAS,BUR
1071640,38,192,HOU,SAT
1071640,50,507,SLC,PHX
1071642,5,180,OAK,RNO
1071643,23,239,HOU,DAL
1071644,86,1044,PHX,MCI
1071645,0,293,DAL,LBB
1071645,13,321,MSY,BHM
1071645,16,239,DAL,HOU
1071645,27,419,OKC,HOU
1071645,59,590,LAX,SLC
1071645,61,223,LAS,BUR
1071646,9,569,SJC,PDX
1071647,17,451,TUS,LAX
1071650,15,714,ELP,LAX
1071650,20,361,ONT,OAK
1071650,22,371,SNA,OAK
1071650,46,188,RNO,SJC
1071650,48,479,PDX,SMF
1071651,0,628,SAN,ABQ
1071652,13,255,BWI,RDU
1071654,47,341,AUS,LBB
1071655,18,337,LAX,OAK
1071656,17,325,BUR,OAK
1071657,20,325,ONT,PHX
1071657,27,239,HOU,DAL
1071659,26,344,BOI,PDX
1071659,68,687,STL,HOU
1071700,0,220,BWI,ISP
1071700,0,236,LAS,LAX
1071700,0,237,MCI,STL
1071700,0,237,STL,MCI
1071700,0,251,STL,MDW
1071700,0,377,BWI,MHT
1071700,0,447,SFO,SAN
1071700,13,197,LAS,ONT
1071700,20,325,OAK,BUR
1071700,5,1235,LAS,HOU
1071700,8,2277,PHX,PVD
1071700,9,324,DAL,AMA
1071702,71,451,LAX,TUS
1071702,9,258,SAN,LAS
1071705,0,423,OMA,MDW
1071705,13,1093,FLL,ISP
1071705,5,377,MHT,BWI
1071705,6,217,IAH,DAL
1071705,6,397,SMF,LAS
1071705,7,192,HOU,SAT
1071706,23,1020,PHX,HOU
1071707,0,677,ELP,HOU
1071709,44,447,SAN,SFO
1071709,5,295,ELP,LBB
1071710,10,480,SMF,SAN
1071710,12,1044,MCI,PHX
1071710,12,1262,PHX,STL
1071710,13,308,SJC,LAX
1071710,23,441,HOU,MAF
1071712,11,670,BNA,HOU
1071712,17,359,JAN,HOU
1071712,20,528,AUS,ELP
1071712,8,236,LAX,LAS
1071713,25,487,STL,CLE
1071713,40,342,SJC,SNA
1071715,0,189,DAL,AUS
1071715,0,319,MAF,DAL
1071715,0,342,STL,OMA
1071715,2,457,DTW,BNA
1071715,34,368,LAS,SLC
1071715,58,1140,LAS,MCI
1071715,8,325,PHX,ONT
1071717,20,370,PHX,LAX
1071717,27,192,SAT,HOU
1071718,0,718,ABQ,MCI
1071718,12,443,BNA,RDU
1071720,0,277,ABQ,AMA
1071720,23,321,BHM,MSY
1071720,30,390,LAX,RNO
1071720,32,333,SJC,ONT
1071720,5,279,PDX,GEG
1071720,5,328,BWI,PVD
1071720,5,520,LAS,BOI
1071720,5,550,MSY,MCO
1071720,8,457,BNA,DTW
1071723,32,562,DAL,ELP
1071724,13,248,DAL,SAT
1071724,47,437,MSY,DAL
1071725,0,345,LAS,RNO
1071725,12,291,BOI,SLC
1071725,4,256,PHX,LAS
1071725,50,256,LAS,PHX
1071726,22,1099,LAS,OMA
1071726,22,321,MSY,BHM
1071728,45,647,PHX,SMF
1071729,7,307,MDW,CLE
1071730,0,370,LAX,PHX
1071730,15,239,DAL,HOU
1071730,17,313,OKC,MCI
1071730,20,1156,SLC,STL
1071731,18,697,SEA,SJC
1071731,26,337,OAK,LAX
1071732,35,239,DAL,HOU
1071732,5,229,IND,STL
1071734,3,303,HOU,MSY
1071734,34,337,LAX,OAK
1071734,4,303,MSY,HOU
1071735,0,296,LIT,DAL
1071735,1,318,FLL,JAX
1071735,13,361,OAK,ONT
1071735,18,407,LAS,OAK
1071735,20,373,LAX,SMF
1071735,25,511,BOI,OAK
1071735,3,296,BUR,SJC
1071735,8,671,SEA,OAK
1071737,12,296,STL,LIT
1071737,40,543,PDX,OAK
1071738,0,842,MDW,PVD
1071739,19,689,SLC,SEA
1071740,0,197,TPA,FLL
1071740,13,337,OAK,LAX
1071740,13,842,BWI,TPA
1071740,25,471,BNA,MSY
1071740,30,570,HOU,BHM
1071742,4,647,SMF,PHX
1071743,41,248,SAT,DAL
1071745,0,1521,LAS,MDW
1071745,10,192,SAT,HOU
1071745,4,759,HOU,ABQ
1071745,43,480,SAN,SMF
1071745,53,446,OAK,SAN
1071745,85,386,SJC,LAS
1071748,13,239,HOU,DAL
1071748,36,328,PHX,ABQ
1071749,25,239,HOU,DAL
1071749,59,687,HOU,STL
1071750,2,180,RNO,OAK
1071750,5,197,FLL,TPA
1071750,51,370,LAX,PHX
1071752,17,248,SAT,DAL
1071753,11,842,PVD,MDW
1071754,14,319,DAL,MAF
1071754,18,229,MDW,DTW
1071755,0,236,LAX,LAS
1071755,0,397,LAS,SMF
1071755,25,342,SNA,SJC
1071755,30,251,MDW,STL
1071755,44,187,HOU,CRP
1071755,5,328,BWI,PVD
1071757,7,223,ABQ,ELP
1071759,17,361,ONT,OAK
1071800,0,223,BUR,LAS
1071800,0,367,SAN,TUS
1071800,12,872,AUS,PHX
1071800,13,288,BWI,ALB
1071800,17,389,ONT,SMF
1071800,24,386,LAS,SJC
1071800,30,2106,BWI,LAS
1071800,42,515,BWI,IND
1071800,5,337,OAK,LAX
1071800,5,967,BWI,MCI
1071800,55,358,BUR,SMF
1071800,63,308,LAX,SJC
1071801,13,487,MSY,TPA
1071801,60,303,MSY,HOU
1071803,22,714,LAX,ELP
1071804,17,276,HOU,HRL
1071805,15,223,ELP,ABQ
1071805,3,294,AUS,MAF
1071807,6,1099,OMA,LAS
1071808,20,304,PHX,SAN
1071809,115,1210,LAX,SAT
1071809,20,325,ONT,PHX
1071810,0,148,AUS,HOU
1071810,0,321,ABQ,TUS
1071810,0,324,AMA,DAL
1071810,10,177,BHM,BNA
1071810,13,304,SAN,PHX
1071810,30,258,SAN,LAS
1071810,35,787,BWI,MCO
1071810,5,777,BDL,MDW
1071810,6,370,LAX,PHX
1071812,15,303,MSY,HOU
1071812,2,178,MCO,FLL
1071813,13,673,MSY,FLL
1071813,2,440,STL,DTW
1071814,0,443,RDU,BNA
1071815,12,688,IND,JAX
1071815,17,417,SJC,SAN
1071815,41,368,SLC,LAS
1071816,30,677,LAX,ABQ
1071816,76,588,BWI,BNA
1071817,4,229,DTW,MDW
1071818,8,321,MSY,BHM
1071820,0,192,SAT,HOU
1071820,0,612,TPA,BNA
1071820,15,333,ONT,SJC
1071820,19,369,BUR,PHX
1071820,25,337,LAX,OAK
1071820,5,1363,LAX,MCI
1071822,45,295,LBB,ELP
1071823,27,296,SJC,BUR
1071825,70,359,HOU,JAN
1071827,26,239,HOU,DAL
1071828,19,347,PHX,ELP
1071829,25,347,ELP,PHX
1071830,0,279,GEG,PDX
1071830,0,361,ONT,OAK
1071830,0,370,LAX,PHX
1071830,24,325,OAK,BUR
1071830,33,237,DAL,TUL
1071830,6,460,BHM,TPA
1071830,7,220,ISP,BWI
1071832,20,479,SMF,PDX
1071833,25,192,HOU,SAT
1071833,27,308,LAX,SJC
1071834,31,562,ELP,DAL
1071835,0,417,SJC,SAN
1071835,0,670,BNA,HOU
1071835,10,671,SEA,OAK
1071835,22,314,CLE,BWI
1071835,23,446,OAK,SAN
1071835,30,217,DAL,IAH
1071835,8,369,PHX,BUR
1071837,10,1506,PHX,SDF
1071839,27,417,SAN,SJC
1071840,18,925,FLL,BWI
1071840,5,233,SAT,HRL
1071840,5,448,CLE,BNA
1071840,51,358,SMF,BUR
1071840,8,838,MHT,MDW
1071842,12,337,OAK,LAX
1071842,7,1069,LAS,SAT
1071845,0,1140,LAS,MCI
1071845,11,395,MDW,BNA
1071845,28,328,PHX,ABQ
1071845,45,407,OAK,LAS
1071847,0,405,MCI,MDW
1071847,14,605,SMF,SEA
1071847,25,570,BHM,MDW
1071847,3,345,LAS,RNO
1071847,33,447,SFO,SAN
1071848,17,332,MAF,ABQ
1071849,32,371,OAK,SNA
1071850,0,223,MCI,TUL
1071850,14,335,RNO,BOI
1071850,25,569,PDX,SJC
1071850,5,328,PVD,BWI
1071852,7,550,MCO,MSY
1071853,44,197,LAS,ONT
1071855,0,843,SAT,PHX
1071855,13,759,ABQ,HOU
1071855,17,239,DAL,HOU
1071855,3,321,BHM,MSY
1071855,37,666,HOU,MCI
1071857,35,181,DAL,OKC
1071857,35,293,DAL,LBB
1071857,4,256,LAS,PHX
1071857,58,370,PHX,LAX
1071858,12,324,DAL,AMA
1071858,15,236,LAX,LAS
1071858,7,303,HOU,MSY
1071859,19,229,STL,IND
1071900,0,590,SLC,LAX
1071900,1,255,BWI,RDU
1071900,10,187,HOU,CRP
1071900,19,480,SAN,SMF
1071900,25,1020,HOU,PHX
1071900,28,237,DAL,TUL
1071900,34,187,CRP,HOU
1071900,68,1034,TPA,ISP
1071903,0,889,OAK,ABQ
1071904,3,471,MSY,BNA
1071904,40,371,SNA,OAK
1071904,42,437,MSY,DAL
1071904,5,314,BWI,CLE
1071905,0,307,MDW,CLE
1071905,10,562,DAL,ELP
1071905,22,689,SEA,SLC
1071905,3,829,TPA,CMH
1071907,8,239,DAL,HOU
1071910,0,162,IND,MDW
1071910,1,444,PDX,RNO
1071910,14,248,DAL,SAT
1071910,17,358,SMF,BUR
1071910,21,451,LAX,TUS
1071910,31,197,ONT,LAS
1071910,34,237,STL,MCI
1071910,5,192,HOU,SAT
1071910,8,223,ABQ,ELP
1071910,8,370,LAX,PHX
1071911,23,543,OAK,PDX
1071913,0,361,OAK,ONT
